period,calendar_year,calendar_month,year_month,revenue,other_operating_income,operating_costs,non_core_operating_items,ebitda_adjustments,ebitda,ebit,financial_result,ebt,income_tax,net_profit,ebitda_margin,ebit_margin,ebt_margin,net_profit_margin,cash_balance,inventory_balance,receivables_balance,other_current_assets_balance,current_assets,current_liabilities_balance,net_working_capital,operating_working_capital,nwc_change,current_ratio,quick_ratio,cash_ratio,dso_days,dio_days,dpo_days,cash_conversion_cycle_days,operating_cash_flow,investing_cash_flow,financing_cash_flow,net_cash_change,opening_cash,closing_cash,free_cash_flow,ebitda_status,working_capital_status,liquidity_status,cash_flow_status,month,quarter,month_sin,month_cos,revenue_lag_1,revenue_lag_3,revenue_lag_12,ebitda_lag_1,ebitda_lag_12,net_profit_lag_1,net_profit_lag_12,cash_lag_1,cash_lag_12,nwc_lag_1,nwc_lag_12,revenue_rolling_3m,revenue_rolling_6m,revenue_rolling_12m,ebitda_rolling_3m,cash_rolling_3m,revenue_mom_pct,revenue_yoy_pct,ebitda_yoy_pct,net_profit_yoy_pct,ebitda_margin_change_pp,net_margin_change_pp
2023-03-01,2023,3,2023-03,-8775260.06,-17074178.8,-40421140.8,-9575526.0,-2178112.05,-75846105.66,-78024217.71,-2644670.46,-80668888.17,-7039300.09,-87708188.26,8.643174691280887,8.891385232633208,9.19276324786208,9.994938914665054,555873472.94,308656542.54,-200861400.18,0.0,663668615.3,-2208043244.54,2871711859.84,2315838386.9,34630457.81,-0.30056866727637915,-0.16078130427828619,-0.2517493596715334,,234.4546567464766,-1684.2996022703792,1918.754259016856,-99430438.29,0.0,-28607984.26,-128038422.55,535143377.21,555873472.94,-99430438.29,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,3,1,1.0,6.123233995736766e-17,-8573483.27,-8903025.09,-9632863.55,-209256148.74,-267488958.43,-223474866.27,-280359415.7,535143377.21,316370814.37,2837081402.03,1625610729.62,-8605986.323333336,-8465008.99,-8572478.495833334,-139655220.13333333,536005790.33666676,2.353498381527741,-8.902892536041374,-71.64514524069658,-68.71580430391087,-1576.4191853915627,-1607.0880453289462
2023-04-01,2023,4,2023-04,-7227365.94,-64922001.6,-34779742.04,-93979015.0,-3963352.68,-200908124.58,-204871477.26,-1960584.78,-206832062.04,-19074621.75,-225906683.79,27.79824990845835,28.346631256919586,28.61790363973185,31.257125440364792,579833232.97,326431685.07,-164739710.23,0.0,741525207.81,-2351265825.65,3092791033.46,2512957800.49,221079173.62,-0.31537276632896566,-0.17654044821803536,-0.24660471251042274,,273.90437235543106,-1966.3640970710892,2240.2684694265204,-419062744.7,0.0,-122913788.04,-541976532.74,555873472.94,579833232.97,-419062744.7,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,4,2,0.8660254037844387,-0.4999999999999998,-8775260.06,-8469215.64,-8326267.13,-75846105.66,-150523403.76,-87708188.26,-160909698.42,555873472.94,342293746.73,2871711859.84,1719105032.96,-8192036.423333335,-8538234.985000001,-8480903.396666666,-162003459.66,556950027.7066666,-17.639296264913206,-13.198005454816574,33.47301453555704,40.39345422197456,1915.5075217177462,2126.218652569974
2023-05-01,2023,5,2023-05,-8179706.8,-1695004.8,-42840833.34,-48451730.0,-1724311.51,-101167274.94,-102891586.45,-1797746.23,-104689332.68,-7561482.48,-112250815.16,12.368080838789968,12.578884422849972,12.798665678334583,13.723085424039894,601941028.24,329742732.95,-195999949.47,0.0,735683811.72,-2517681124.75,3253364936.47,2651423908.23,160573903.01,-0.29220690598498716,-0.1612360972878601,-0.23908549113810884,,237.40676094210636,-1761.6062024810276,1999.0129634231341,-248992611.39,0.0,-156797307.1,-405789918.49,579833232.97,601941028.24,-248992611.39,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,5,2,0.49999999999999994,-0.8660254037844387,-7227365.94,-8573483.27,-8852259.05,-200908124.58,-77778746.04,-225906683.79,-89668289.93,579833232.97,358748160.69,3092791033.46,1841216799.85,-8060777.6000000015,-8354676.133333333,-8424857.375833334,-125973835.05999999,579215911.3833333,13.176873399051935,-7.59752110959745,30.070591377201872,25.184516452392636,-1543.0169069668382,-1753.4040016324898
2023-06-01,2023,6,2023-06,-7195597.64,-76039996.0,-41327239.89,-40263082.0,-14081121.19,-164825915.53,-178907036.72,-2164692.55,-181071729.27,-10306209.58,-191377938.85,22.90649418941107,24.86340199533447,25.164237681027423,26.59653143835319,619067536.61,342927196.89,-150663425.02,0.0,811331308.48,-2593954106.1,3405285414.58,2786217877.97,151920478.11,-0.3127778192266607,-0.1805753272536667,-0.2386578602736984,,244.15008053904663,-1855.3024268456657,2099.452507384712,-312090787.4,0.0,-69703416.05,-381794203.45,601941028.24,619067536.61,-312090787.4,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,6,2,1.2246467991473532e-16,-1.0,-8179706.8,-8775260.06,-8053369.06,-101167274.94,-220750862.95,-112250815.16,-228570266.88,601941028.24,376519759.96,3253364936.47,1932135217.93,-7534223.460000001,-8070104.891666667,-8353376.424166667,-155633771.68333334,600280599.2733334,-12.031105564810707,-10.6510879311422,-25.333965481560526,-16.2717262125463,1053.8413350621101,1287.3446014313295
2023-07-01,2023,7,2023-07,-7452532.17,-48182800.8,-40634094.52,-44935730.0,-15349282.7,-141205157.49,-156554440.19,-515608.12,-157070048.31,-10081152.29,-167151200.6,18.947272453035247,21.00687881901488,21.076064447233374,22.428779478854636,640570968.44,362374099.36,-130460287.18,0.0,872484780.62,-2617948054.96,3490432835.58,2849861867.14,85147421.0,-0.33327047072877497,-0.19485133797576212,-0.24468436920525047,,269.0393429708201,-1988.0960668797006,2257.135409850521,-215445907.07,0.0,-16289565.11,-231735472.18,619067536.61,640570968.44,-215445907.07,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,7,3,-0.4999999999999997,-0.8660254037844388,-7195597.64,-7227365.94,-9304011.06,-164825915.53,-205336329.72,-191377938.85,-220422008.42,619067536.61,399190791.03,3405285414.58,2142420869.15,-7609278.870000001,-7900657.646666667,-8199086.516666667,-135732782.65333334,620526511.0966667,3.5707184149890825,-19.899792445001673,-31.232257982525702,-24.16764469294549,-395.9221736375824,-416.7751959498553
2023-08-01,2023,8,2023-08,-8523660.96,-76331602.0,-41135827.75,-9254684.0,-4052177.73,-135245774.71,-139297952.44,4428256.45,-134869695.99,-9559509.82,-144429205.81,15.8670992833577,16.342502721975933,15.822977547197043,16.944503833244912,663959920.33,374237966.58,-82971903.0,0.0,955225983.91,-2789569103.56,3744795087.47,3080835167.14,254362251.89,-0.34242779026013626,-0.208271598860395,-0.2380152258937288,,277.55578644141906,-2037.5551080787477,2315.1108945201668,-371350328.08,0.0,-163585856.54,-534936184.62,640570968.44,663959920.33,-371350328.08,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,8,3,-0.8660254037844385,-0.5000000000000004,-7452532.17,-8179706.8,-9316910.21,-141205157.49,-354958132.73,-167151200.6,-392267277.15,640570968.44,418652218.16,3490432835.58,2261055163.41,-7723930.256666668,-7892353.928333332,-8132982.412500001,-147092282.57666668,641199475.1266667,14.372682540194948,-8.514080656788902,-61.898105089234534,-63.18091917853974,-308.0173169677547,-548.4275645609724
2023-09-01,2023,9,2023-09,-7926100.53,-7834103.6,-39268819.83,-75245022.0,-31798878.26,-130274045.96,-162072924.22,-4534237.66,-166607161.88,-6565773.75,-173172935.63,16.436082972568606,20.44800259680784,21.020066708641657,21.848440475180297,682489123.93,377223999.72,-105729885.55,0.0,953983238.1,-2950034388.6,3904017626.7,3221528502.77,159222539.23,-0.32338037881406956,-0.19550932714845845,-0.23134954852302225,,287.0452828299322,-2192.427802900946,2479.473085730878,-282067393.0,0.0,-169730345.37,-451797738.37,663959920.33,682489123.93,-282067393.0,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,9,3,-1.0,-1.8369701987210297e-16,-8523660.96,-7195597.64,-8226871.5,-135245774.71,-65016285.79,-144429205.81,-87673278.09,663959920.33,437487280.22,3744795087.47,2274708449.6,-7967431.220000002,-7750827.34,-8107918.164999999,-135574992.72,662340004.2333333,-7.0106076814205,-3.6559580394564306,100.37140599015446,97.52077189612017,56.898368921090636,490.3936641935385
2023-10-01,2023,10,2023-10,-8132192.73,-11252625.2,-39860451.81,-7997304.0,-17059516.52,-67242573.74,-84302090.26,33045.55,-84269044.71,-8627478.93,-92896523.64,8.268689143573704,10.366464871031162,10.36240132370793,11.42330570908641,709424462.26,389825296.8,-125812296.01,0.0,973437463.05,-3070372933.57,4043810396.62,3334385934.36,139792769.92,-0.31704209361895325,-0.1900785926911554,-0.23105481894511568,,298.27218599356866,-2341.0751573624725,2639.347343356041,-188694438.71,0.0,-112397811.48,-301092250.19,682489123.93,709424462.26,-188694438.71,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,10,4,-0.8660254037844386,0.5000000000000001,-7926100.53,-7452532.17,-6788009.97,-130274045.96,-90138196.12,-173172935.63,-111050628.51,682489123.93,450631168.47,3904017626.7,2305523500.95,-8193984.740000002,-7901631.805,-8219933.395,-110920798.13666666,685291168.84,2.6001714111491436,19.80230974822803,-25.4005775193452,-16.34759308756658,-816.7393828994901,-1042.5134766093886
2023-11-01,2023,11,2023-11,-7618366.85,-4011890.8,-40416745.69,-226674054.0,-2888723.93,-278721057.34,-281609781.27,-1941707.62,-283551488.89,-11143758.81,-294695247.7,36.585407716353274,36.96458661215559,37.21945851032364,38.68220755213435,726995591.92,410167861.8,-153881379.96,0.0,983282073.76,-3151620882.09,4134902955.85,3407907363.93,91092559.23,-0.31199249863706185,-0.18184744720308454,-0.2306735546941459,,296.90409690676904,-2309.189066105139,2606.093163011908,-365327953.34,0.0,-79850543.42,-445178496.76,709424462.26,726995591.92,-365327953.34,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,11,4,-0.5000000000000004,0.8660254037844384,-8132192.73,-8523660.96,-9281059.91,-67242573.74,-167772020.69,-92896523.64,-197320685.84,709424462.26,473749027.81,4043810396.62,2504358010.07,-7892220.036666669,-7808075.146666667,-8081375.64,-158745892.34666666,706303059.37,-6.31841739441904,-17.91490493675738,66.13083408884104,49.34837999648825,2831.6718572779573,2725.8901843047943
2023-12-01,2023,12,2023-12,-7494819.48,-40297060.0,-37804474.36,-109333.0,-10636568.39,-85705686.84,-96342255.23,-540431.62,-96882686.85,-9022270.07,-105904956.92,11.435323701752454,12.854513105631199,12.926620462111517,14.130421313362973,750819432.44,422950072.04,-143362354.66,0.0,1030407149.82,-3177533532.52,4207940682.34,3457121249.9,73037726.49,-0.32427892240143164,-0.19117251527421183,-0.23629001071297875,,341.58200036192756,-2594.9810197666507,2936.563020128578,-144482274.5,0.0,-866569.85,-145348844.35,726995591.92,750819432.44,-144482274.5,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,12,4,-2.4492935982947064e-16,1.0,-7618366.85,-7926100.53,-8903025.09,-278721057.34,-84409988.35,-294695247.7,-105731754.4,726995591.92,493126069.57,4134902955.85,2646840316.72,-7748459.686666668,-7857945.453333333,-7964025.1725,-143889772.64,729079828.8733335,-1.6217041320345293,-15.817158727113046,1.5350061234785217,0.16381315242792738,-2515.008401460082,-2455.178623877138
2024-01-01,2024,1,2024-01,-7546906.21,-51858404.4,-40459915.75,-103982604.0,-5268467.62,-203847830.36,-209116297.98,-2083083.94,-211199381.92,-8886679.01,-220086060.93,27.010780932972533,27.708877275155643,27.984895537743803,29.162421634228842,772587404.22,435256459.85,-125049852.24,0.0,1082794011.83,-3194225460.43,4277019472.26,3504432068.04,69078789.92,-0.3389848416286296,-0.20272130442940925,-0.2418700288350954,,328.7748132370987,-2440.9903619417446,2769.7651751788435,-262128411.45,0.0,-9249156.13,-271377567.58,750819432.44,772587404.22,-262128411.45,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,1,1,0.49999999999999994,0.8660254037844387,-7494819.48,-8132192.73,-8469215.64,-85705686.84,-133863406.0,-105904956.92,-142991606.58,750819432.44,517000520.86,4207940682.34,2730608103.82,-7553364.1800000025,-7873674.46,-7887166.053333335,-189424858.17999998,750134142.86,0.6949697739751182,-10.89013988076941,52.28047488945562,53.91537041502341,1557.545723122008,1503.2000320865868
2024-02-01,2024,2,2024-02,-8537780.29,-4074010.8,-37995588.27,-21451180.0,-7614957.51,-72058559.36,-79673516.87,-3771988.97,-83445505.84,-6131870.25,-89577376.09,8.439964125617012,9.331877158202206,9.773676881535213,10.491881150293692,789816811.79,447050349.4,-152862271.99,0.0,1084004889.2,-3260338992.37,4344343881.57,3554527069.78,67324409.31,-0.3324822638801792,-0.19536451310450578,-0.24224990519033965,,336.70879480042856,-2463.2118839832874,2799.920678783716,-132057420.32,0.0,-98200379.25,-230257799.57,772587404.22,789816811.79,-132057420.32,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,2,1,0.8660254037844386,0.5000000000000001,-7546906.21,-7618366.85,-8573483.27,-203847830.36,-209256148.74,-220086060.93,-223474866.27,772587404.22,535143377.21,4277019472.26,2837081402.03,-7859835.326666668,-7876027.681666666,-7884190.805,-120537358.85333334,771074549.4833335,13.129540137746055,-0.41643494103418277,-65.56442436989869,-59.91612945780956,-1857.081680735552,-1867.054048393515
2024-03-01,2024,3,2024-03,-9478969.42,-90505149.2,-39413517.6,-6809095.0,-4944885.48,-146206731.22,-151151616.7,-7598100.54,-158749717.24,-6045189.66,-164794906.9,15.424327766214061,15.945996869773634,16.747571408453812,17.385318972787655,805796769.73,460583540.03,-89856735.2,0.0,1176523574.56,-3329197137.24,4505720711.8,3699923942.07,161376830.23,-0.35339558640116214,-0.21504885562995973,-0.2420393676050162,,356.94163177571846,-2591.4411153435085,2948.382747119227,-305246893.71,0.0,-40777468.64,-346024362.35,789816811.79,805796769.73,-305246893.71,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,3,1,1.0,6.123233995736766e-17,-8537780.29,-7494819.48,-8775260.06,-72058559.36,-75846105.66,-89577376.09,-87708188.26,789816811.79,555873472.94,4344343881.57,2871711859.84,-8521218.640000002,-8134839.163333334,-7942833.251666666,-140704373.64666668,789400328.58,11.02381530129537,8.019242224030453,92.76761799137046,87.88999085408766,698.4363640597049,689.3437822493963
2024-04-01,2024,4,2024-04,-8490091.82,-12680596.0,-38091389.2,-174766236.0,-18560839.09,-234028313.02,-252589152.11,-5945494.11,-258534646.22,-6359345.58,-264893991.8,27.5648742065077,29.751050691227977,30.451336887897167,31.20036831356672,821567057.22,474471060.8,-105215489.0,0.0,1190822629.02,-3343600582.83,4534423211.85,3712856154.63,28702500.05,-0.3561497850954722,-0.21424555669077108,-0.24571327730916695,,368.2149511220767,-2627.679585943009,2995.8945370650854,-259265365.27,0.0,9322490.6,-249942874.67,805796769.73,821567057.22,-259265365.27,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,4,2,0.8660254037844387,-0.4999999999999998,-9478969.42,-7546906.21,-7227365.94,-146206731.22,-200908124.58,-164794906.9,-225906683.79,805796769.73,579833232.97,4505720711.8,3092791033.46,-8835613.843333336,-8194489.011666667,-8048060.408333332,-150764534.53333333,805726879.58,-10.432332421217993,17.471453507168057,16.48524095739683,17.25814719419374,1214.0546440293638,1381.5049340779065
2024-05-01,2024,5,2024-05,-9772195.34,-5895586.0,-39931802.81,-92288640.0,-13708353.2,-147888224.15,-161596577.35,-3682364.94,-165278942.29,-5207320.42,-170486262.71,15.133572242938811,16.53636380850324,16.91318445236892,17.44605554620442,840383328.3,486390457.6,-132666780.94,0.0,1194107004.96,-3349568597.22,4543675602.18,3703292273.88,9252390.33,-0.35649576066334576,-0.21128587960472722,-0.25089300425060185,,372.96972556095824,-2598.032520204539,2971.0022457654973,-147214028.76,0.0,2611468.68,-144602560.08,821567057.22,840383328.3,-147214028.76,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,5,2,0.49999999999999994,-0.8660254037844387,-8490091.82,-8537780.29,-8179706.8,-234028313.02,-101167274.94,-264893991.8,-112250815.16,821567057.22,601941028.24,4534423211.85,3253364936.47,-9247085.52666667,-8553460.426666666,-8180767.786666666,-176041089.46333334,822582385.0833334,15.101173782122878,19.468772890490406,46.181879701424336,51.87975469665178,-1243.1301963568887,-1375.43127673623
2024-06-01,2024,6,2024-06,-8182499.02,-6980718.8,-34376774.98,-162633471.0,-1600298.82,-212173463.8,-213773762.62,-4256241.57,-218030004.19,-7774333.6,-225804337.79,25.930154501870017,26.125730305312032,26.6458943236146,27.596011589867565,856458586.94,496999276.3,-152169294.95,0.0,1201288568.29,-3378875355.84,4580163924.13,3723705337.19,36488321.95,-0.35552911598639175,-0.2084389679461589,-0.25347445429133963,,429.0933636759663,-2935.8966731061287,3364.990036782095,-244617102.28,0.0,-40579880.82,-285196983.1,840383328.3,856458586.94,-244617102.28,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,6,2,1.2246467991473532e-16,-1.0,-9772195.34,-9478969.42,-7195597.64,-147888224.15,-164825915.53,-170486262.71,-191377938.85,840383328.3,619067536.61,4543675602.18,3405285414.58,-8814928.726666668,-8668073.683333334,-8263009.568333332,-198030000.32333335,839469657.4866667,-16.2675454664008,13.715349709298085,28.725791158358383,17.98869772914791,1079.6582258931205,1014.9956043663145
2024-07-01,2024,7,2024-07,-9812672.83,-64313079.6,-39445524.07,-37722294.0,-3377569.44,-151293570.5,-154671139.94,-2607999.55,-157279139.49,-9832462.96,-167111602.45,15.41818148032558,15.762386316104253,16.028165028508344,17.0301818215211,881626342.32,509064201.13,-118009944.84,0.0,1272680598.61,-3411824816.18,4684505414.79,3802879072.47,104341490.66,-0.3730204999314526,-0.22381465597491373,-0.25840316833942845,,395.3296164221808,-2668.385200803088,3063.714817225269,-242907768.29,0.0,-4599843.28,-247507611.57,856458586.94,881626342.32,-242907768.29,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,7,3,-0.4999999999999997,-0.8660254037844388,-8182499.02,-8490091.82,-7452532.17,-212173463.8,-141205157.49,-225804337.79,-167151200.6,856458586.94,640570968.44,4580163924.13,3490432835.58,-9255789.063333334,-9045701.453333333,-8459687.956666665,-170451752.8166667,859489419.1866668,19.922688728901306,31.668976478903275,7.1445074594491675,-0.02369001829353179,-1051.1973021544436,-1056.5829768346464
2024-08-01,2024,8,2024-08,-10107090.96,-2312929.6,-36831227.35,-33024879.0,-14076984.09,-82276126.91,-96353111.0,-6878536.79,-103231647.79,-9508255.81,-112739903.6,8.14043598060188,9.533218943148801,10.213784381534843,11.15453536988847,897249291.87,510110495.04,-143885518.29,0.0,1263474268.62,-3437790490.54,4701264759.16,3804015467.29,16759344.37,-0.36752509267123384,-0.2191418516204178,-0.2609959200070573,,428.90799268015707,-2882.5821155851327,3311.4901082652896,-99799314.33,0.0,-20127240.01,-119926554.34,881626342.32,897249291.87,-99799314.33,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,8,3,-0.8660254037844385,-0.5000000000000004,-9812672.83,-9772195.34,-8523660.96,-151293570.5,-135245774.71,-167111602.45,-144429205.81,881626342.32,663959920.33,4684505414.79,3744795087.47,-9367420.936666667,-9307253.231666667,-8591640.456666667,-148581053.73666668,878444740.3766667,3.000386694845103,18.57687685409768,-39.16547331225681,-21.94106242728221,-727.77454997237,-587.5646451632631
2024-09-01,2024,9,2024-09,-7948529.02,-2935322.8,-40791526.84,-13690576.0,-5674588.92,-65365954.66,-71040543.58,1060894.65,-69979648.93,-6141401.56,-76121050.49,8.223654275593248,8.937571140678807,8.804100576838556,9.576746879638366,916408030.47,533534705.03,-169679890.21,0.0,1280262845.29,-3525220558.58,4805483403.87,3889075373.4,104218644.71,-0.363172409786951,-0.21182451646679118,-0.259957643852826,,383.77278846299737,-2560.462278023423,2944.2350664864202,-155506367.68,0.0,-81026881.64,-236533249.32,897249291.87,916408030.47,-155506367.68,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,9,3,-1.0,-1.8369701987210297e-16,-10107090.96,-8182499.02,-7926100.53,-82276126.91,-130274045.96,-112739903.6,-173172935.63,897249291.87,682489123.93,4701264759.16,3904017626.7,-9289430.93666667,-9052179.831666665,-8593509.4975,-99645217.35666668,898427888.2200001,-21.356906240804243,0.28297004201636167,-49.82426915636727,-56.04333309181773,8.32182949913669,-157.77884902501035
2024-10-01,2024,10,2024-10,-8774035.38,-33973876.8,-43340234.45,-79348836.0,-1797999.1,-165436982.63,-167234981.73,-7032300.15,-174267281.88,-4938496.95,-179205778.83,18.85529012193247,19.060212831054255,19.861702663888735,20.424556212582768,932357750.04,547381972.82,-167132112.47,0.0,1312607610.39,-3567951636.3,4880559246.69,3948201496.65,75075842.82,-0.3678882855461535,-0.21447197596084747,-0.26131457067811154,,386.5740164835449,-2536.769134174354,2923.3431506578986,-236533902.98,0.0,-54420841.48,-290954744.46,916408030.47,932357750.04,-236533902.98,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,10,4,-0.8660254037844386,0.5000000000000001,-7948529.02,-9812672.83,-8132192.73,-65365954.66,-67242573.74,-76121050.49,-92896523.64,916408030.47,709424462.26,4805483403.87,4043810396.62,-8943218.453333335,-9099503.758333333,-8646996.385,-104359688.06666668,915338357.46,10.385649444354694,7.89261483722854,146.0301166782793,92.90902587966853,1063.1635846339223,1084.7809332944403
2024-11-01,2024,11,2024-11,-6764438.44,-41602855.6,-38867690.89,-8120169.0,-23068457.69,-95355153.93,-118423611.62,-2125912.54,-120549524.16,-3109693.02,-123659217.18,14.096536582569595,17.50679123927396,17.821068996231414,18.28078092170501,951113130.18,559361390.37,-155005440.45,0.0,1355469080.1,-3584767046.25,4940236126.35,3989122996.17,59676879.66,-0.37811915324259265,-0.2220807320137588,-0.26532076363928664,,427.1195449926045,-2760.410453553702,3187.5299985463066,-141512259.01,0.0,11313519.78,-130198739.23,932357750.04,951113130.18,-141512259.01,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,11,4,-0.5000000000000004,0.8660254037844384,-8774035.38,-10107090.96,-7618366.85,-165436982.63,-278721057.34,-179205778.83,-294695247.7,932357750.04,726995591.92,4880559246.69,4134902955.85,-7829000.946666669,-8598210.941666668,-8575835.684166668,-108719363.74000001,933292970.23,-22.903907415062196,-11.208811899101434,-65.78832082511788,-58.038272369466505,-475.87535393628747,-214.37752908777588
2024-12-01,2024,12,2024-12,-8025233.62,-1846541.6,-40638245.65,-33860913.0,-2761793.21,-84370933.87,-87132727.08,-2686441.64,-89819168.72,-3228657.57,-93047826.29,10.513205953249246,10.857344621451656,11.192093959253487,11.594407178142685,971213700.39,572385496.34,-184952102.81,0.0,1358647093.92,-3595943394.28,4954590488.2,3983376787.81,14354361.85,-0.3778277200028161,-0.2186523844704262,-0.2700859256947402,,431.6642232808837,-2738.8242294414845,3170.488452722368,-84539824.72,0.0,-2247841.27,-86787665.99,951113130.18,971213700.39,-84539824.72,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,12,4,-2.4492935982947064e-16,1.0,-6764438.44,-7948529.02,-7494819.48,-95355153.93,-85705686.84,-123659217.18,-105904956.92,951113130.18,750819432.44,4940236126.35,4207940682.34,-7854569.146666668,-8572000.041666666,-8620036.862499999,-115054356.81000002,951561526.87,18.638578666701555,7.077076925140302,-1.5573680338059614,-12.14025386905374,-358.33306293203486,-668.6373743562324
2025-01-01,2025,1,2025-01,-9637635.99,-16584313.2,-42716546.93,-93155871.0,-2177115.24,-162094367.12,-164271482.36,-5249849.64,-169521332.0,-5730801.94,-175252133.94,16.818892857977715,17.044790084461365,17.589513878288734,18.18414122735507,985415401.41,569627296.09,-201272125.05,0.0,1353770572.45,-3760070975.7,5113841548.15,4128426146.74,159251059.95,-0.3600385687395098,-0.20854480711338663,-0.26207361716797073,,414.3873874372879,-2669.181638710936,3083.5690261482237,-318124377.63,0.0,-203267908.18,-521392285.81,971213700.39,985415401.41,-318124377.63,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,1,1,0.49999999999999994,0.8660254037844387,-8025233.62,-8774035.38,-7546906.21,-84370933.87,-203847830.36,-93047826.29,-220086060.93,971213700.39,772587404.22,4954590488.2,4277019472.26,-8142436.0166666685,-8542827.235000001,-8794264.344166666,-113940151.64000003,969247410.66,20.0916564719271,27.703137177320247,-20.48266256563164,-20.371088837043505,630.5686904728469,658.9734049212385
2025-02-01,2025,2,2025-02,-8957983.54,-7783015.2,-35157952.89,-117880634.0,-22311484.12,-169779585.63,-192091069.75,-3941384.82,-196032454.57,-4235540.49,-200267995.06,18.95287983862493,21.443561365373977,21.883547083409802,22.356370065399787,1001761777.35,579729136.79,-220789664.23,0.0,1360701249.91,-3834476896.15,5195178146.06,4193416368.71,81336597.91,-0.3548596814538666,-0.2036710962854239,-0.26125122265199124,,457.67710397316023,-3024.171246220132,3481.8483501932924,-242946732.91,0.0,-20015123.67,-262961856.58,985415401.41,1001761777.35,-242946732.91,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,2,1,0.8660254037844386,0.5000000000000001,-9637635.99,-6764438.44,-8537780.29,-162094367.12,-72058559.36,-175252133.94,-89577376.09,985415401.41,789816811.79,5113841548.15,4344343881.57,-8873617.716666669,-8351309.331666667,-8829281.281666666,-138748295.54,986130293.0500001,-7.052065991133172,4.921692005733269,135.61334994471918,123.56983850340417,213.39869806472151,417.2228838044717
2025-03-01,2025,3,2025-03,-10001693.25,-699619.2,-40180225.25,-1610030.0,-31891229.94,-52491567.7,-84382797.64,-437080.13,-84819877.77,-10145222.83,-94965100.6,5.248268107002782,8.436851194171547,8.480551807565185,9.494902335662013,1023820066.96,596108036.18,-247222226.86,0.0,1372705876.28,-3921465031.29,5294170907.57,4270350840.61,98992761.51,-0.3500492457096924,-0.19803768079108214,-0.2610810140574441,,453.5931809151568,-2991.946887488392,3445.540068403549,-140008342.56,0.0,-79570602.59,-219578945.15,1001761777.35,1023820066.96,-140008342.56,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,3,1,1.0,6.123233995736766e-17,-8957983.54,-8025233.62,-9478969.42,-169779585.63,-146206731.22,-200267995.06,-164794906.9,1001761777.35,805796769.73,5195178146.06,4505720711.8,-9532437.593333336,-8693503.37,-8872841.600833332,-128121840.15000002,1003665748.5733334,11.651167981494194,5.514563945074946,-64.09770790852647,-42.37376482901488,-1370.4611731622147,-1286.1467729737774
