calendar_year,calendar_month,year_month,period,account_number,account_name,management_group,management_line,actual_amount,plan_amount,variance,contribution_pct,variance_contribution_pct,metric,driver_direction,driver_rank,root_cause_status,analysis_level
2022,1,2022-01,2022-01-01,518,Other services,Operating Costs,Other Services,-38080.58,0.0,-38080.58,0.10819512362628915,-0.10882676552982672,OPERATING_COSTS,FAVORABLE,10,DRIVER_IDENTIFIED,ACCOUNT
2022,1,2022-01,2022-01-01,521,Payroll costs (Wages),Operating Costs,Payroll Costs,-810234.86,0.0,-810234.86,2.30205161906749,-2.3154909702875317,OPERATING_COSTS,FAVORABLE,5,DRIVER_IDENTIFIED,ACCOUNT
2022,1,2022-01,2022-01-01,524,Statutory social and health insurance,Operating Costs,Social & Health Insurance,102141.23,0.0,102141.23,0.2902052176513917,0.29189943241773375,OPERATING_COSTS,UNFAVORABLE,8,DRIVER_IDENTIFIED,ACCOUNT
2022,1,2022-01,2022-01-01,548,Other operating expenses,Operating Costs,Other Operating Costs,-946630.87,0.0,-946630.87,2.6895820391420413,-2.705283788555371,OPERATING_COSTS,FAVORABLE,4,DRIVER_IDENTIFIED,ACCOUNT
2022,1,2022-01,2022-01-01,549,Shortages and damages in operating area,Operating Costs,Shortages & Damages,-3974372.75,0.0,-3974372.75,11.292048362267716,-11.357971212423305,OPERATING_COSTS,FAVORABLE,3,DRIVER_IDENTIFIED,ACCOUNT
2022,1,2022-01,2022-01-01,582,Change in inventory of semi-finished goods,Operating Costs,Inventory Change,-291467.64,0.0,-291467.64,0.8281222960065929,-0.8329568645701286,OPERATING_COSTS,FAVORABLE,6,DRIVER_IDENTIFIED,ACCOUNT
2022,2,2022-02,2022-02-01,501,Material consumption,Operating Costs,Material Consumption,-6464748.98,0.0,-6464748.98,16.768985595645443,-16.768985595645443,OPERATING_COSTS,FAVORABLE,2,DRIVER_IDENTIFIED,ACCOUNT
2022,2,2022-02,2022-02-01,502,Energy consumption,Operating Costs,Energy Consumption,-44072.96,0.0,-44072.96,0.11432135009168722,-0.11432135009168722,OPERATING_COSTS,FAVORABLE,10,DRIVER_IDENTIFIED,ACCOUNT
2022,2,2022-02,2022-02-01,504,Cost of goods sold,Operating Costs,Cost of Goods Sold,-23192484.91,0.0,-23192484.91,60.15924927420991,-60.15924927420991,OPERATING_COSTS,FAVORABLE,1,DRIVER_IDENTIFIED,ACCOUNT
2022,2,2022-02,2022-02-01,511,Repairs and maintenance,Operating Costs,Repairs & Maintenance,-102025.84,0.0,-102025.84,0.2646459818682127,-0.2646459818682127,OPERATING_COSTS,FAVORABLE,9,DRIVER_IDENTIFIED,ACCOUNT
2022,2,2022-02,2022-02-01,518,Other services,Operating Costs,Other Services,-481446.8,0.0,-481446.8,1.2488303071389466,-1.2488303071389466,OPERATING_COSTS,FAVORABLE,7,DRIVER_IDENTIFIED,ACCOUNT
2022,2,2022-02,2022-02-01,521,Payroll costs (Wages),Operating Costs,Payroll Costs,-1797466.82,0.0,-1797466.82,4.662469541583132,-4.662469541583132,OPERATING_COSTS,FAVORABLE,4,DRIVER_IDENTIFIED,ACCOUNT
2022,2,2022-02,2022-02-01,524,Statutory social and health insurance,Operating Costs,Social & Health Insurance,-589196.13,0.0,-589196.13,1.5283225145394648,-1.5283225145394648,OPERATING_COSTS,FAVORABLE,6,DRIVER_IDENTIFIED,ACCOUNT
2022,2,2022-02,2022-02-01,548,Other operating expenses,Operating Costs,Other Operating Costs,-1756403.26,0.0,-1756403.26,4.555954308234362,-4.555954308234362,OPERATING_COSTS,FAVORABLE,5,DRIVER_IDENTIFIED,ACCOUNT
2022,2,2022-02,2022-02-01,549,Shortages and damages in operating area,Operating Costs,Shortages & Damages,-3822968.49,0.0,-3822968.49,9.916441263186744,-9.916441263186744,OPERATING_COSTS,FAVORABLE,3,DRIVER_IDENTIFIED,ACCOUNT
2022,2,2022-02,2022-02-01,582,Change in inventory of semi-finished goods,Operating Costs,Inventory Change,-301004.84,0.0,-301004.84,0.7807798635020724,-0.7807798635020724,OPERATING_COSTS,FAVORABLE,8,DRIVER_IDENTIFIED,ACCOUNT
2022,3,2022-03,2022-03-01,501,Material consumption,Operating Costs,Material Consumption,-7093322.96,0.0,-7093322.96,16.900061100624264,-17.29579619115815,OPERATING_COSTS,FAVORABLE,2,DRIVER_IDENTIFIED,ACCOUNT
2022,3,2022-03,2022-03-01,502,Energy consumption,Operating Costs,Energy Consumption,-219969.13,0.0,-219969.13,0.5240832481778275,-0.536355282605992,OPERATING_COSTS,FAVORABLE,8,DRIVER_IDENTIFIED,ACCOUNT
2022,3,2022-03,2022-03-01,504,Cost of goods sold,Operating Costs,Cost of Goods Sold,-26951286.25,0.0,-26951286.25,64.21227215141697,-65.71587910182551,OPERATING_COSTS,FAVORABLE,1,DRIVER_IDENTIFIED,ACCOUNT
2022,3,2022-03,2022-03-01,511,Repairs and maintenance,Operating Costs,Repairs & Maintenance,350827.41,0.0,350827.41,0.8358571431482883,0.8554297352382046,OPERATING_COSTS,UNFAVORABLE,7,DRIVER_IDENTIFIED,ACCOUNT
2022,3,2022-03,2022-03-01,518,Other services,Operating Costs,Other Services,129343.08,0.0,129343.08,0.30816388415831164,0.31537990911056213,OPERATING_COSTS,UNFAVORABLE,9,DRIVER_IDENTIFIED,ACCOUNT
2022,3,2022-03,2022-03-01,521,Payroll costs (Wages),Operating Costs,Payroll Costs,-413483.64,0.0,-413483.64,0.9851375468893815,-1.008205717707545,OPERATING_COSTS,FAVORABLE,6,DRIVER_IDENTIFIED,ACCOUNT
2022,3,2022-03,2022-03-01,524,Statutory social and health insurance,Operating Costs,Social & Health Insurance,-773903.16,0.0,-773903.16,1.8438481884611941,-1.8870240932965014,OPERATING_COSTS,FAVORABLE,4,DRIVER_IDENTIFIED,ACCOUNT
2022,3,2022-03,2022-03-01,549,Shortages and damages in operating area,Operating Costs,Shortages & Damages,-5295416.28,0.0,-5295416.28,12.6164928891438,-12.911923120193142,OPERATING_COSTS,FAVORABLE,3,DRIVER_IDENTIFIED,ACCOUNT
2022,3,2022-03,2022-03-01,582,Change in inventory of semi-finished goods,Operating Costs,Inventory Change,-744621.55,0.0,-744621.55,1.7740838479799805,-1.815626137561947,OPERATING_COSTS,FAVORABLE,5,DRIVER_IDENTIFIED,ACCOUNT
2022,4,2022-04,2022-04-01,501,Material consumption,Operating Costs,Material Consumption,-7478231.8,0.0,-7478231.8,17.809754302842883,-18.985826639520155,OPERATING_COSTS,FAVORABLE,2,DRIVER_IDENTIFIED,ACCOUNT
2022,4,2022-04,2022-04-01,502,Energy consumption,Operating Costs,Energy Consumption,881543.04,0.0,881543.04,2.0994354507413364,2.2380722850441175,OPERATING_COSTS,UNFAVORABLE,5,DRIVER_IDENTIFIED,ACCOUNT
2022,4,2022-04,2022-04-01,504,Cost of goods sold,Operating Costs,Cost of Goods Sold,-25196027.02,0.0,-25196027.02,60.005501652675505,-63.967982512441736,OPERATING_COSTS,FAVORABLE,1,DRIVER_IDENTIFIED,ACCOUNT
2022,4,2022-04,2022-04-01,511,Repairs and maintenance,Operating Costs,Repairs & Maintenance,219880.64,0.0,219880.64,0.523655896083864,0.5582356664080327,OPERATING_COSTS,UNFAVORABLE,8,DRIVER_IDENTIFIED,ACCOUNT
2022,4,2022-04,2022-04-01,518,Other services,Operating Costs,Other Services,199091.79,0.0,199091.79,0.47414628998437736,0.505456678982825,OPERATING_COSTS,UNFAVORABLE,9,DRIVER_IDENTIFIED,ACCOUNT
2022,4,2022-04,2022-04-01,521,Payroll costs (Wages),Operating Costs,Payroll Costs,-1310860.33,0.0,-1310860.33,3.1218743985233974,-3.3280282879174976,OPERATING_COSTS,FAVORABLE,4,DRIVER_IDENTIFIED,ACCOUNT
2022,4,2022-04,2022-04-01,524,Statutory social and health insurance,Operating Costs,Social & Health Insurance,-531681.75,0.0,-531681.75,1.2662246354553404,-1.3498401497659775,OPERATING_COSTS,FAVORABLE,6,DRIVER_IDENTIFIED,ACCOUNT
2022,4,2022-04,2022-04-01,548,Other operating expenses,Operating Costs,Other Operating Costs,-524328.64,0.0,-524328.64,1.2487128644960908,-1.3311719838873375,OPERATING_COSTS,FAVORABLE,7,DRIVER_IDENTIFIED,ACCOUNT
2022,4,2022-04,2022-04-01,549,Shortages and damages in operating area,Operating Costs,Shortages & Damages,-5503084.63,0.0,-5503084.63,13.105850124631205,-13.971298772496986,OPERATING_COSTS,FAVORABLE,3,DRIVER_IDENTIFIED,ACCOUNT
2022,4,2022-04,2022-04-01,582,Change in inventory of semi-finished goods,Operating Costs,Inventory Change,-144798.53,0.0,-144798.53,0.34484438456599115,-0.3676162844052733,OPERATING_COSTS,FAVORABLE,10,DRIVER_IDENTIFIED,ACCOUNT
2022,5,2022-05,2022-05-01,501,Material consumption,Operating Costs,Material Consumption,-6939300.19,0.0,-6939300.19,17.336200147288373,-17.4010229095485,OPERATING_COSTS,FAVORABLE,2,DRIVER_IDENTIFIED,ACCOUNT
2022,5,2022-05,2022-05-01,502,Energy consumption,Operating Costs,Energy Consumption,-107388.81,0.0,-107388.81,0.2682855407267117,-0.2692887023005631,OPERATING_COSTS,FAVORABLE,8,DRIVER_IDENTIFIED,ACCOUNT
2022,5,2022-05,2022-05-01,504,Cost of goods sold,Operating Costs,Cost of Goods Sold,-25290555.2,0.0,-25290555.2,63.182470101966395,-63.41871923405017,OPERATING_COSTS,FAVORABLE,1,DRIVER_IDENTIFIED,ACCOUNT
2022,5,2022-05,2022-05-01,511,Repairs and maintenance,Operating Costs,Repairs & Maintenance,74556.33,0.0,74556.33,0.18626135543032052,0.18695781575373213,OPERATING_COSTS,UNFAVORABLE,9,DRIVER_IDENTIFIED,ACCOUNT
2022,5,2022-05,2022-05-01,521,Payroll costs (Wages),Operating Costs,Payroll Costs,-1081592.83,0.0,-1081592.83,2.7021038527448473,-2.712207441429825,OPERATING_COSTS,FAVORABLE,5,DRIVER_IDENTIFIED,ACCOUNT
2022,5,2022-05,2022-05-01,524,Statutory social and health insurance,Operating Costs,Social & Health Insurance,-454733.09,0.0,-454733.09,1.136043065725176,-1.140290908328579,OPERATING_COSTS,FAVORABLE,6,DRIVER_IDENTIFIED,ACCOUNT
2022,5,2022-05,2022-05-01,548,Other operating expenses,Operating Costs,Other Operating Costs,-1462839.4,0.0,-1462839.4,3.654558230278727,-3.6682231947642814,OPERATING_COSTS,FAVORABLE,4,DRIVER_IDENTIFIED,ACCOUNT
2022,5,2022-05,2022-05-01,549,Shortages and damages in operating area,Operating Costs,Shortages & Damages,-4433284.52,0.0,-4433284.52,11.075512752618828,-11.11692582607047,OPERATING_COSTS,FAVORABLE,3,DRIVER_IDENTIFIED,ACCOUNT
2022,5,2022-05,2022-05-01,582,Change in inventory of semi-finished goods,Operating Costs,Inventory Change,-183553.48,0.0,-183553.48,0.458564953220635,-0.4602795992613418,OPERATING_COSTS,FAVORABLE,7,DRIVER_IDENTIFIED,ACCOUNT
2022,6,2022-06,2022-06-01,501,Material consumption,Operating Costs,Material Consumption,-5684580.39,0.0,-5684580.39,14.4521721386228,-14.634139098729865,OPERATING_COSTS,FAVORABLE,3,DRIVER_IDENTIFIED,ACCOUNT
2022,6,2022-06,2022-06-01,502,Energy consumption,Operating Costs,Energy Consumption,-1778196.6,0.0,-1778196.6,4.520791614579276,-4.577712795664855,OPERATING_COSTS,FAVORABLE,4,DRIVER_IDENTIFIED,ACCOUNT
2022,6,2022-06,2022-06-01,504,Cost of goods sold,Operating Costs,Cost of Goods Sold,-23776793.01,0.0,-23776793.01,60.44884264270618,-61.209952601276875,OPERATING_COSTS,FAVORABLE,1,DRIVER_IDENTIFIED,ACCOUNT
2022,6,2022-06,2022-06-01,518,Other services,Operating Costs,Other Services,244546.05,0.0,244546.05,0.6217207547345914,0.6295488261614589,OPERATING_COSTS,UNFAVORABLE,8,DRIVER_IDENTIFIED,ACCOUNT
2022,6,2022-06,2022-06-01,521,Payroll costs (Wages),Operating Costs,Payroll Costs,-1060224.65,0.0,-1060224.65,2.6954582565787426,-2.7293967082066697,OPERATING_COSTS,FAVORABLE,5,DRIVER_IDENTIFIED,ACCOUNT
2022,6,2022-06,2022-06-01,524,Statutory social and health insurance,Operating Costs,Social & Health Insurance,-533301.58,0.0,-533301.58,1.3558373190601527,-1.3729086349137571,OPERATING_COSTS,FAVORABLE,7,DRIVER_IDENTIFIED,ACCOUNT
2022,6,2022-06,2022-06-01,548,Other operating expenses,Operating Costs,Other Operating Costs,-569787.9,0.0,-569787.9,1.448598181105922,-1.4668374467958194,OPERATING_COSTS,FAVORABLE,6,DRIVER_IDENTIFIED,ACCOUNT
2022,6,2022-06,2022-06-01,549,Shortages and damages in operating area,Operating Costs,Shortages & Damages,-5686313.81,0.0,-5686313.81,14.456579092612332,-14.638601540573621,OPERATING_COSTS,FAVORABLE,2,DRIVER_IDENTIFIED,ACCOUNT
2022,7,2022-07,2022-07-01,501,Material consumption,Operating Costs,Material Consumption,-6662357.71,0.0,-6662357.71,16.782110565052825,-17.16624172330562,OPERATING_COSTS,FAVORABLE,2,DRIVER_IDENTIFIED,ACCOUNT
2022,7,2022-07,2022-07-01,502,Energy consumption,Operating Costs,Energy Consumption,-326148.2,0.0,-326148.2,0.821549275983406,-0.8403539831578672,OPERATING_COSTS,FAVORABLE,8,DRIVER_IDENTIFIED,ACCOUNT
2022,7,2022-07,2022-07-01,504,Cost of goods sold,Operating Costs,Cost of Goods Sold,-23791526.06,0.0,-23791526.06,59.92953819500869,-61.30128478380441,OPERATING_COSTS,FAVORABLE,1,DRIVER_IDENTIFIED,ACCOUNT
2022,7,2022-07,2022-07-01,511,Repairs and maintenance,Operating Costs,Repairs & Maintenance,427429.59,0.0,427429.59,1.0766714953459318,1.1013157775392723,OPERATING_COSTS,UNFAVORABLE,7,DRIVER_IDENTIFIED,ACCOUNT
2022,7,2022-07,2022-07-01,518,Other services,Operating Costs,Other Services,16747.02,0.0,16747.02,0.04218481707358685,0.0431503989996709,OPERATING_COSTS,UNFAVORABLE,9,DRIVER_IDENTIFIED,ACCOUNT
2022,7,2022-07,2022-07-01,521,Payroll costs (Wages),Operating Costs,Payroll Costs,-1755563.41,0.0,-1755563.41,4.422167126565344,-4.5233875406324735,OPERATING_COSTS,FAVORABLE,4,DRIVER_IDENTIFIED,ACCOUNT
2022,7,2022-07,2022-07-01,524,Statutory social and health insurance,Operating Costs,Social & Health Insurance,-480929.65,0.0,-480929.65,1.2114351873058102,-1.2391641192446226,OPERATING_COSTS,FAVORABLE,6,DRIVER_IDENTIFIED,ACCOUNT
2022,7,2022-07,2022-07-01,548,Other operating expenses,Operating Costs,Other Operating Costs,-801715.98,0.0,-801715.98,2.0194782093334465,-2.0657026994302377,OPERATING_COSTS,FAVORABLE,5,DRIVER_IDENTIFIED,ACCOUNT
2022,7,2022-07,2022-07-01,549,Shortages and damages in operating area,Operating Costs,Shortages & Damages,-5436747.06,0.0,-5436747.06,13.694865128330957,-14.008331326963704,OPERATING_COSTS,FAVORABLE,3,DRIVER_IDENTIFIED,ACCOUNT
2022,8,2022-08,2022-08-01,501,Material consumption,Operating Costs,Material Consumption,-6826846.9,0.0,-6826846.9,16.62258922839435,-17.377454201470016,OPERATING_COSTS,FAVORABLE,2,DRIVER_IDENTIFIED,ACCOUNT
2022,8,2022-08,2022-08-01,502,Energy consumption,Operating Costs,Energy Consumption,113190.23,0.0,113190.23,0.2756052282287858,0.2881210120412774,OPERATING_COSTS,UNFAVORABLE,9,DRIVER_IDENTIFIED,ACCOUNT
2022,8,2022-08,2022-08-01,504,Cost of goods sold,Operating Costs,Cost of Goods Sold,-27803070.7,0.0,-27803070.7,67.69728841203492,-70.77155747399034,OPERATING_COSTS,FAVORABLE,1,DRIVER_IDENTIFIED,ACCOUNT
2022,8,2022-08,2022-08-01,511,Repairs and maintenance,Operating Costs,Repairs & Maintenance,699421.18,0.0,699421.18,1.7030103564764087,1.7803474577682585,OPERATING_COSTS,UNFAVORABLE,5,DRIVER_IDENTIFIED,ACCOUNT
2022,8,2022-08,2022-08-01,518,Other services,Operating Costs,Other Services,79408.64,0.0,79408.64,0.19335093099941125,0.2021313829084141,OPERATING_COSTS,UNFAVORABLE,10,DRIVER_IDENTIFIED,ACCOUNT
2022,8,2022-08,2022-08-01,521,Payroll costs (Wages),Operating Costs,Payroll Costs,-918122.1,0.0,-918122.1,2.2355220138027114,-2.3370415329084753,OPERATING_COSTS,FAVORABLE,4,DRIVER_IDENTIFIED,ACCOUNT
2022,8,2022-08,2022-08-01,524,Statutory social and health insurance,Operating Costs,Social & Health Insurance,-131942.39,0.0,-131942.39,0.3212645871379665,-0.3358538536227457,OPERATING_COSTS,FAVORABLE,8,DRIVER_IDENTIFIED,ACCOUNT
2022,8,2022-08,2022-08-01,548,Other operating expenses,Operating Costs,Other Operating Costs,-221127.77,0.0,-221127.77,0.5384207587401533,-0.5628715206500668,OPERATING_COSTS,FAVORABLE,6,DRIVER_IDENTIFIED,ACCOUNT
2022,8,2022-08,2022-08-01,549,Shortages and damages in operating area,Operating Costs,Shortages & Damages,-4079885.73,0.0,-4079885.73,9.934053829239648,-10.385179052470923,OPERATING_COSTS,FAVORABLE,3,DRIVER_IDENTIFIED,ACCOUNT
2022,8,2022-08,2022-08-01,582,Change in inventory of semi-finished goods,Operating Costs,Inventory Change,-196680.58,0.0,-196680.58,0.47889465494566064,-0.5006422176054013,OPERATING_COSTS,FAVORABLE,7,DRIVER_IDENTIFIED,ACCOUNT
2022,9,2022-09,2022-09-01,501,Material consumption,Operating Costs,Material Consumption,-6282031.24,0.0,-6282031.24,15.013389954572624,-15.236395272212361,OPERATING_COSTS,FAVORABLE,2,DRIVER_IDENTIFIED,ACCOUNT
2022,9,2022-09,2022-09-01,504,Cost of goods sold,Operating Costs,Cost of Goods Sold,-28020760.06,0.0,-28020760.06,66.96665163420833,-67.96135832364644,OPERATING_COSTS,FAVORABLE,1,DRIVER_IDENTIFIED,ACCOUNT
2022,9,2022-09,2022-09-01,511,Repairs and maintenance,Operating Costs,Repairs & Maintenance,306213.49,0.0,306213.49,0.7318178402946981,0.7426880881483242,OPERATING_COSTS,UNFAVORABLE,7,DRIVER_IDENTIFIED,ACCOUNT
2022,9,2022-09,2022-09-01,521,Payroll costs (Wages),Operating Costs,Payroll Costs,-1293744.51,0.0,-1293744.51,3.0919124862896226,-3.1378390177529103,OPERATING_COSTS,FAVORABLE,4,DRIVER_IDENTIFIED,ACCOUNT
2022,9,2022-09,2022-09-01,524,Statutory social and health insurance,Operating Costs,Social & Health Insurance,-415501.19,0.0,-415501.19,0.9930038794361313,-1.0077537224909772,OPERATING_COSTS,FAVORABLE,6,DRIVER_IDENTIFIED,ACCOUNT
2022,9,2022-09,2022-09-01,548,Other operating expenses,Operating Costs,Other Operating Costs,-1120613.8,0.0,-1120613.8,2.678148408551285,-2.717928986977774,OPERATING_COSTS,FAVORABLE,5,DRIVER_IDENTIFIED,ACCOUNT
2022,9,2022-09,2022-09-01,549,Shortages and damages in operating area,Operating Costs,Shortages & Damages,-4403992.38,0.0,-4403992.38,10.525075796647323,-10.68141276506789,OPERATING_COSTS,FAVORABLE,3,DRIVER_IDENTIFIED,ACCOUNT
2022,10,2022-10,2022-10-01,501,Material consumption,Operating Costs,Material Consumption,-5671937.25,0.0,-5671937.25,15.446811710232996,-15.845431121159613,OPERATING_COSTS,FAVORABLE,2,DRIVER_IDENTIFIED,ACCOUNT
2022,10,2022-10,2022-10-01,502,Energy consumption,Operating Costs,Energy Consumption,276935.64,0.0,276935.64,0.7541995791531139,0.7736624040779463,OPERATING_COSTS,UNFAVORABLE,7,DRIVER_IDENTIFIED,ACCOUNT
2022,10,2022-10,2022-10-01,504,Cost of goods sold,Operating Costs,Cost of Goods Sold,-24080693.24,0.0,-24080693.24,65.58075626280255,-67.2731289621009,OPERATING_COSTS,FAVORABLE,1,DRIVER_IDENTIFIED,ACCOUNT
2022,10,2022-10,2022-10-01,518,Other services,Operating Costs,Other Services,184931.38,0.0,184931.38,0.5036374840313244,0.5166343199461515,OPERATING_COSTS,UNFAVORABLE,8,DRIVER_IDENTIFIED,ACCOUNT
2022,10,2022-10,2022-10-01,521,Payroll costs (Wages),Operating Costs,Payroll Costs,-1682736.03,0.0,-1682736.03,4.582721117627841,-4.700982518531668,OPERATING_COSTS,FAVORABLE,4,DRIVER_IDENTIFIED,ACCOUNT
2022,10,2022-10,2022-10-01,524,Statutory social and health insurance,Operating Costs,Social & Health Insurance,-359450.74,0.0,-359450.74,0.9789191338257341,-1.0041810568549314,OPERATING_COSTS,FAVORABLE,6,DRIVER_IDENTIFIED,ACCOUNT
2022,10,2022-10,2022-10-01,548,Other operating expenses,Operating Costs,Other Operating Costs,-376286.56,0.0,-376286.56,1.0247693839369065,-1.0512145155163863,OPERATING_COSTS,FAVORABLE,5,DRIVER_IDENTIFIED,ACCOUNT
2022,10,2022-10,2022-10-01,549,Shortages and damages in operating area,Operating Costs,Shortages & Damages,-4086174.55,0.0,-4086174.55,11.128185328389527,-11.41535854986061,OPERATING_COSTS,FAVORABLE,3,DRIVER_IDENTIFIED,ACCOUNT
2022,11,2022-11,2022-11-01,501,Material consumption,Operating Costs,Material Consumption,-7613253.52,0.0,-7613253.52,16.930451371978318,-17.754752977882134,OPERATING_COSTS,FAVORABLE,2,DRIVER_IDENTIFIED,ACCOUNT
2022,11,2022-11,2022-11-01,504,Cost of goods sold,Operating Costs,Cost of Goods Sold,-26154082.56,0.0,-26154082.56,58.161786126989014,-60.99353896413202,OPERATING_COSTS,FAVORABLE,1,DRIVER_IDENTIFIED,ACCOUNT
2022,11,2022-11,2022-11-01,511,Repairs and maintenance,Operating Costs,Repairs & Maintenance,616398.21,0.0,616398.21,1.3707542895773002,1.4374929096750633,OPERATING_COSTS,UNFAVORABLE,6,DRIVER_IDENTIFIED,ACCOUNT
2022,11,2022-11,2022-11-01,518,Other services,Operating Costs,Other Services,427464.23,0.0,427464.23,0.9506004680210829,0.996882842610316,OPERATING_COSTS,UNFAVORABLE,7,DRIVER_IDENTIFIED,ACCOUNT
2022,11,2022-11,2022-11-01,521,Payroll costs (Wages),Operating Costs,Payroll Costs,-1922286.17,0.0,-1922286.17,4.274804778103784,-4.482934400055175,OPERATING_COSTS,FAVORABLE,4,DRIVER_IDENTIFIED,ACCOUNT
2022,11,2022-11,2022-11-01,524,Statutory social and health insurance,Operating Costs,Social & Health Insurance,-63724.1,0.0,-63724.1,0.14171047548053853,-0.14861000638763164,OPERATING_COSTS,FAVORABLE,9,DRIVER_IDENTIFIED,ACCOUNT
2022,11,2022-11,2022-11-01,548,Other operating expenses,Operating Costs,Other Operating Costs,-1621675.32,0.0,-1621675.32,3.6063024926559106,-3.781884399526468,OPERATING_COSTS,FAVORABLE,5,DRIVER_IDENTIFIED,ACCOUNT
2022,11,2022-11,2022-11-01,549,Shortages and damages in operating area,Operating Costs,Shortages & Damages,-6187140.72,0.0,-6187140.72,13.759043333624193,-14.428936962944567,OPERATING_COSTS,FAVORABLE,3,DRIVER_IDENTIFIED,ACCOUNT
2022,11,2022-11,2022-11-01,582,Change in inventory of semi-finished goods,Operating Costs,Inventory Change,-361787.03,0.0,-361787.03,0.804546663569856,-0.8437180413573874,OPERATING_COSTS,FAVORABLE,8,DRIVER_IDENTIFIED,ACCOUNT
2022,12,2022-12,2022-12-01,501,Material consumption,Operating Costs,Material Consumption,-7282201.35,0.0,-7282201.35,18.828482086699175,-18.828482086699175,OPERATING_COSTS,FAVORABLE,2,DRIVER_IDENTIFIED,ACCOUNT
2022,12,2022-12,2022-12-01,504,Cost of goods sold,Operating Costs,Cost of Goods Sold,-22793215.08,0.0,-22793215.08,58.93295463906137,-58.93295463906137,OPERATING_COSTS,FAVORABLE,1,DRIVER_IDENTIFIED,ACCOUNT
2022,12,2022-12,2022-12-01,511,Repairs and maintenance,Operating Costs,Repairs & Maintenance,-378351.94,0.0,-378351.94,0.9782471511527049,-0.9782471511527049,OPERATING_COSTS,FAVORABLE,7,DRIVER_IDENTIFIED,ACCOUNT
2022,12,2022-12,2022-12-01,518,Other services,Operating Costs,Other Services,-17725.09,0.0,-17725.09,0.04582907331313089,-0.04582907331313089,OPERATING_COSTS,FAVORABLE,9,DRIVER_IDENTIFIED,ACCOUNT
2022,12,2022-12,2022-12-01,521,Payroll costs (Wages),Operating Costs,Payroll Costs,-2816228.08,0.0,-2816228.08,7.2814932474147,-7.2814932474147,OPERATING_COSTS,FAVORABLE,4,DRIVER_IDENTIFIED,ACCOUNT
2022,12,2022-12,2022-12-01,524,Statutory social and health insurance,Operating Costs,Social & Health Insurance,-777210.39,0.0,-777210.39,2.0095148708997836,-2.0095148708997836,OPERATING_COSTS,FAVORABLE,6,DRIVER_IDENTIFIED,ACCOUNT
2022,12,2022-12,2022-12-01,548,Other operating expenses,Operating Costs,Other Operating Costs,-1368754.2,0.0,-1368754.2,3.5389798629770457,-3.5389798629770457,OPERATING_COSTS,FAVORABLE,5,DRIVER_IDENTIFIED,ACCOUNT
2022,12,2022-12,2022-12-01,549,Shortages and damages in operating area,Operating Costs,Shortages & Damages,-3171938.9,0.0,-3171938.9,8.201200693078102,-8.201200693078102,OPERATING_COSTS,FAVORABLE,3,DRIVER_IDENTIFIED,ACCOUNT
2022,12,2022-12,2022-12-01,582,Change in inventory of semi-finished goods,Operating Costs,Inventory Change,-70893.43,0.0,-70893.43,0.18329837540397886,-0.18329837540397886,OPERATING_COSTS,FAVORABLE,8,DRIVER_IDENTIFIED,ACCOUNT
2023,1,2023-01,2023-01-01,501,Material consumption,Operating Costs,Material Consumption,-6723376.16,0.0,-6723376.16,15.811855662950794,-16.343265880260883,OPERATING_COSTS,FAVORABLE,2,DRIVER_IDENTIFIED,ACCOUNT
2023,1,2023-01,2023-01-01,502,Energy consumption,Operating Costs,Energy Consumption,670364.38,0.0,670364.38,1.5765449628127748,1.6295300215652726,OPERATING_COSTS,UNFAVORABLE,7,DRIVER_IDENTIFIED,ACCOUNT
2023,1,2023-01,2023-01-01,504,Cost of goods sold,Operating Costs,Cost of Goods Sold,-25036346.85,0.0,-25036346.85,58.87980878936465,-60.858661407988514,OPERATING_COSTS,FAVORABLE,1,DRIVER_IDENTIFIED,ACCOUNT
2023,1,2023-01,2023-01-01,518,Other services,Operating Costs,Other Services,20934.14,0.0,20934.14,0.049232348782937155,0.05088696628787233,OPERATING_COSTS,UNFAVORABLE,9,DRIVER_IDENTIFIED,ACCOUNT
2023,1,2023-01,2023-01-01,521,Payroll costs (Wages),Operating Costs,Payroll Costs,-3498688.94,0.0,-3498688.94,8.228122778250489,-8.50465632414476,OPERATING_COSTS,FAVORABLE,4,DRIVER_IDENTIFIED,ACCOUNT
2023,1,2023-01,2023-01-01,524,Statutory social and health insurance,Operating Costs,Social & Health Insurance,-780874.41,0.0,-780874.41,1.836439486350539,-1.898159168551094,OPERATING_COSTS,FAVORABLE,6,DRIVER_IDENTIFIED,ACCOUNT
2023,1,2023-01,2023-01-01,548,Other operating expenses,Operating Costs,Other Operating Costs,-1471241.27,0.0,-1471241.27,3.4600257449549594,-3.5763114657595905,OPERATING_COSTS,FAVORABLE,5,DRIVER_IDENTIFIED,ACCOUNT
2023,1,2023-01,2023-01-01,549,Shortages and damages in operating area,Operating Costs,Shortages & Damages,-4192967.3,0.0,-4192967.3,9.860907997608228,-10.192316743904984,OPERATING_COSTS,FAVORABLE,3,DRIVER_IDENTIFIED,ACCOUNT
2023,1,2023-01,2023-01-01,582,Change in inventory of semi-finished goods,Operating Costs,Inventory Change,-126314.15,0.0,-126314.15,0.2970622289246294,-0.30704599724331877,OPERATING_COSTS,FAVORABLE,8,DRIVER_IDENTIFIED,ACCOUNT
