calendar_year,calendar_month,year_month,period,management_group,management_line,actual_amount,plan_amount,variance,abs_variance,contribution_pct,driver_rank,driver_type,root_cause_status,analysis_level
2022,8,2022-08,2022-08-01,Operating Costs,Other Operating Costs,-221127.77,0.0,-221127.77,221127.77,0.03312746270685329,20,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,8,2022-08,2022-08-01,Operating Costs,Other Services,79408.64,0.0,79408.64,79408.64,0.011896320214335532,24,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,8,2022-08,2022-08-01,Operating Costs,Payroll Costs,-918122.1,0.0,-918122.1,918122.1,0.13754516507848755,17,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,8,2022-08,2022-08-01,Operating Costs,Repairs & Maintenance,699421.18,0.0,699421.18,699421.18,0.10478127218862346,19,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,8,2022-08,2022-08-01,Operating Costs,Shortages & Damages,-4079885.73,0.0,-4079885.73,4079885.73,0.611213428185876,13,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,8,2022-08,2022-08-01,Operating Costs,Social & Health Insurance,-131942.39,0.0,-131942.39,131942.39,0.019766475301487882,22,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,8,2022-08,2022-08-01,Other Operating Income,Other Operating Income,-23707656.4,0.0,-23707656.4,23707656.4,3.551677400165034,7,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,8,2022-08,2022-08-01,Revenue,Sales Revenue,-9316910.21,0.0,-9316910.21,9316910.21,1.3957794424683778,8,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,8,2022-08,2022-08-01,Tax,Income Tax,-8115637.06,0.0,-8115637.06,8115637.06,1.2158150197395219,9,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,9,2022-09,2022-09-01,Closing Accounts,Closing Balance Sheet Account,67410308.21,0.0,67410308.21,67410308.21,29.01360407582717,1,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,9,2022-09,2022-09-01,Closing Accounts,Opening Balance Sheet Account,-50767151.85,0.0,-50767151.85,50767151.85,21.8503383673121,2,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,9,2022-09,2022-09-01,Closing Accounts,Profit and Loss Account,-16643156.36,0.0,-16643156.36,16643156.36,7.163265708515071,4,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,9,2022-09,2022-09-01,EBITDA Adjustments,Depreciation,-13632896.77,0.0,-13632896.77,13632896.77,5.867640718377945,5,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,9,2022-09,2022-09-01,EBITDA Adjustments,Provisions,-686150.77,0.0,-686150.77,686150.77,0.295321402701297,19,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,9,2022-09,2022-09-01,Financial Result,FX Gains,-1246934.6,0.0,-1246934.6,1246934.6,0.5366844886711716,17,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,9,2022-09,2022-09-01,Financial Result,FX Losses,-1544309.89,0.0,-1544309.89,1544309.89,0.6646757285141363,15,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,9,2022-09,2022-09-01,Financial Result,Interest Expense,-6622503.68,0.0,-6622503.68,6622503.68,2.85034596138703,8,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,9,2022-09,2022-09-01,Financial Result,Interest Income,-3370077.85,0.0,-3370077.85,3370077.85,1.4504918764057804,11,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,9,2022-09,2022-09-01,Financial Result,Other Financial Expenses,-2725869.42,0.0,-2725869.42,2725869.42,1.1732225858975145,12,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,9,2022-09,2022-09-01,Non-Core Operating Items,Fixed Asset Disposal Costs,-13070293.0,0.0,-13070293.0,13070293.0,5.625494324632096,6,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,9,2022-09,2022-09-01,Operating Costs,Cost of Goods Sold,-28020760.06,0.0,-28020760.06,28020760.06,12.06022135000399,3,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,9,2022-09,2022-09-01,Operating Costs,Material Consumption,-6282031.24,0.0,-6282031.24,6282031.24,2.7038055755736714,9,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,9,2022-09,2022-09-01,Operating Costs,Other Operating Costs,-1120613.8,0.0,-1120613.8,1120613.8,0.4823156276607117,18,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,9,2022-09,2022-09-01,Operating Costs,Payroll Costs,-1293744.51,0.0,-1293744.51,1293744.51,0.5568316179697679,16,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,9,2022-09,2022-09-01,Operating Costs,Repairs & Maintenance,306213.49,0.0,306213.49,306213.49,0.1317952283182012,21,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,9,2022-09,2022-09-01,Operating Costs,Shortages & Damages,-4403992.38,0.0,-4403992.38,4403992.38,1.895491871483906,10,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,9,2022-09,2022-09-01,Operating Costs,Social & Health Insurance,-415501.19,0.0,-415501.19,415501.19,0.1788329906776292,20,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,9,2022-09,2022-09-01,Other Operating Income,Other Operating Income,-2488691.6,0.0,-2488691.6,2488691.6,1.0711405223708121,13,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,9,2022-09,2022-09-01,Revenue,Sales Revenue,-8226871.5,0.0,-8226871.5,8226871.5,3.5408708077720625,7,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,9,2022-09,2022-09-01,Tax,Income Tax,-2062274.22,0.0,-2062274.22,2062274.22,0.8876091699279489,14,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,10,2022-10,2022-10-01,Closing Accounts,Closing Balance Sheet Account,319281592.45,0.0,319281592.45,319281592.45,41.60060661646766,1,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,10,2022-10,2022-10-01,Closing Accounts,Opening Balance Sheet Account,-286150632.41,0.0,-286150632.41,286150632.41,37.28382773524923,2,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,10,2022-10,2022-10-01,Closing Accounts,Profit and Loss Account,-33130960.04,0.0,-33130960.04,33130960.04,4.316778881218429,4,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,10,2022-10,2022-10-01,EBITDA Adjustments,Depreciation,-9283844.7,0.0,-9283844.7,9283844.7,1.2096330649364317,7,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,10,2022-10,2022-10-01,EBITDA Adjustments,Provisions,-1242768.53,0.0,-1242768.53,1242768.53,0.16192579201054966,17,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,10,2022-10,2022-10-01,Financial Result,FX Gains,-2241485.14,0.0,-2241485.14,2241485.14,0.29205298316845685,14,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,10,2022-10,2022-10-01,Financial Result,FX Losses,-1459329.03,0.0,-1459329.03,1459329.03,0.1901424145224672,16,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,10,2022-10,2022-10-01,Financial Result,Interest Expense,-2578275.3,0.0,-2578275.3,2578275.3,0.3359348582585508,13,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,10,2022-10,2022-10-01,Financial Result,Interest Income,-6236059.3,0.0,-6236059.3,6236059.3,0.8125236653500181,9,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,10,2022-10,2022-10-01,Financial Result,Other Financial Expenses,-5164718.14,0.0,-5164718.14,5164718.14,0.6729339013201058,11,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,10,2022-10,2022-10-01,Non-Core Operating Items,Fixed Asset Disposal Costs,-47468366.0,0.0,-47468366.0,47468366.0,6.1848627274112316,3,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,10,2022-10,2022-10-01,Operating Costs,Cost of Goods Sold,-24080693.24,0.0,-24080693.24,24080693.24,3.13757971088155,5,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,10,2022-10,2022-10-01,Operating Costs,Energy Consumption,276935.64,0.0,276935.64,276935.64,0.036083165738794866,20,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,10,2022-10,2022-10-01,Operating Costs,Material Consumption,-5671937.25,0.0,-5671937.25,5671937.25,0.739021715846304,10,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,10,2022-10,2022-10-01,Operating Costs,Other Operating Costs,-376286.56,0.0,-376286.56,376286.56,0.0490280352133838,18,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,10,2022-10,2022-10-01,Operating Costs,Other Services,184931.38,0.0,184931.38,184931.38,0.024095524992175273,21,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,10,2022-10,2022-10-01,Operating Costs,Payroll Costs,-1682736.03,0.0,-1682736.03,1682736.03,0.21925109771039833,15,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,10,2022-10,2022-10-01,Operating Costs,Shortages & Damages,-4086174.55,0.0,-4086174.55,4086174.55,0.5324057009249352,12,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,10,2022-10,2022-10-01,Operating Costs,Social & Health Insurance,-359450.74,0.0,-359450.74,359450.74,0.04683442198466207,19,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,10,2022-10,2022-10-01,Other Operating Income,Other Operating Income,-86408.8,0.0,-86408.8,86408.8,0.011258583588917547,22,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,10,2022-10,2022-10-01,Revenue,Sales Revenue,-6788009.97,0.0,-6788009.97,6788009.97,0.8844397520813932,8,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,10,2022-10,2022-10-01,Tax,Income Tax,-9661041.13,0.0,-9661041.13,9661041.13,1.2587796511243696,6,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,11,2022-11,2022-11-01,Closing Accounts,Closing Balance Sheet Account,30781654.15,0.0,30781654.15,30781654.15,11.13345915661336,3,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,11,2022-11,2022-11-01,Closing Accounts,Profit and Loss Account,-30781654.15,0.0,-30781654.15,30781654.15,11.13345915661336,4,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,11,2022-11,2022-11-01,EBITDA Adjustments,Depreciation,-11006367.91,0.0,-11006367.91,11006367.91,3.9809084655265345,7,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,11,2022-11,2022-11-01,EBITDA Adjustments,Provisions,-1637093.64,0.0,-1637093.64,1637093.64,0.5921226678616132,16,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,11,2022-11,2022-11-01,Financial Result,FX Gains,-1599662.79,0.0,-1599662.79,1599662.79,0.5785842518414228,18,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,11,2022-11,2022-11-01,Financial Result,FX Losses,-2132666.33,0.0,-2132666.33,2132666.33,0.7713670410314682,14,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,11,2022-11,2022-11-01,Financial Result,Interest Expense,-4094993.2,0.0,-4094993.2,4094993.2,1.4811237666644193,13,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,11,2022-11,2022-11-01,Financial Result,Interest Income,-6153877.14,0.0,-6153877.14,6153877.14,2.225804352785461,11,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,11,2022-11,2022-11-01,Financial Result,Other Financial Expenses,-6043336.29,0.0,-6043336.29,6043336.29,2.1858226795259577,12,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,11,2022-11,2022-11-01,Non-Core Operating Items,Fixed Asset Disposal Costs,-62656869.0,0.0,-62656869.0,62656869.0,22.662449798617267,1,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,11,2022-11,2022-11-01,Operating Costs,Cost of Goods Sold,-26154082.56,0.0,-26154082.56,26154082.56,9.459706373851706,5,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,11,2022-11,2022-11-01,Operating Costs,Inventory Change,-361787.03,0.0,-361787.03,361787.03,0.13085525236133075,21,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,11,2022-11,2022-11-01,Operating Costs,Material Consumption,-7613253.52,0.0,-7613253.52,7613253.52,2.7536482185400324,9,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,11,2022-11,2022-11-01,Operating Costs,Other Operating Costs,-1621675.32,0.0,-1621675.32,1621675.32,0.5865459943291548,17,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,11,2022-11,2022-11-01,Operating Costs,Other Services,427464.23,0.0,427464.23,427464.23,0.15461012986588246,20,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,11,2022-11,2022-11-01,Operating Costs,Payroll Costs,-1922286.17,0.0,-1922286.17,1922286.17,0.6952743493486924,15,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,11,2022-11,2022-11-01,Operating Costs,Repairs & Maintenance,616398.21,0.0,616398.21,616398.21,0.22294592297745588,19,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,11,2022-11,2022-11-01,Operating Costs,Shortages & Damages,-6187140.72,0.0,-6187140.72,6187140.72,2.2378355031430104,10,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,11,2022-11,2022-11-01,Operating Costs,Social & Health Insurance,-63724.1,0.0,-63724.1,63724.1,0.02304845805831866,22,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,11,2022-11,2022-11-01,Other Operating Income,Other Operating Income,-52954004.8,0.0,-52954004.8,52954004.8,19.15300739677461,2,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,11,2022-11,2022-11-01,Revenue,Sales Revenue,-9281059.91,0.0,-9281059.91,9281059.91,3.356879423520737,8,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,11,2022-11,2022-11-01,Tax,Income Tax,-12387747.71,0.0,-12387747.71,12387747.71,4.4805416401482026,6,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,12,2022-12,2022-12-01,Closing Accounts,Closing Balance Sheet Account,131653120.27,0.0,131653120.27,131653120.27,34.495412465515265,1,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,12,2022-12,2022-12-01,Closing Accounts,Opening Balance Sheet Account,-117757741.12,0.0,-117757741.12,117757741.12,30.854580906331964,2,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,12,2022-12,2022-12-01,Closing Accounts,Profit and Loss Account,-13895379.15,0.0,-13895379.15,13895379.15,3.6408315591833023,6,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,12,2022-12,2022-12-01,EBITDA Adjustments,Depreciation,-4744179.01,0.0,-4744179.01,4744179.01,1.2430576003406855,12,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,12,2022-12,2022-12-01,EBITDA Adjustments,Provisions,-1640532.42,0.0,-1640532.42,1640532.42,0.4298480915218032,16,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,12,2022-12,2022-12-01,Financial Result,FX Gains,-1059857.67,0.0,-1059857.67,1059857.67,0.2777011847984358,19,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,12,2022-12,2022-12-01,Financial Result,FX Losses,-1480548.85,0.0,-1480548.85,1480548.85,0.38792960737545223,17,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,12,2022-12,2022-12-01,Financial Result,Interest Expense,-3093301.76,0.0,-3093301.76,3093301.76,0.8104989830295672,14,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,12,2022-12,2022-12-01,Financial Result,Interest Income,-5248143.09,0.0,-5248143.09,5248143.09,1.3751049743167154,11,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,12,2022-12,2022-12-01,Financial Result,Other Financial Expenses,-6333420.01,0.0,-6333420.01,6333420.01,1.659466445719189,10,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,12,2022-12,2022-12-01,Non-Core Operating Items,Fixed Asset Disposal Costs,-19882172.0,0.0,-19882172.0,19882172.0,5.20947564663686,4,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,12,2022-12,2022-12-01,Operating Costs,Cost of Goods Sold,-22793215.08,0.0,-22793215.08,22793215.08,5.9722196784041515,3,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,12,2022-12,2022-12-01,Operating Costs,Inventory Change,-70893.43,0.0,-70893.43,70893.43,0.018575314462200353,22,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,12,2022-12,2022-12-01,Operating Costs,Material Consumption,-7282201.35,0.0,-7282201.35,7282201.35,1.9080636957939539,9,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,12,2022-12,2022-12-01,Operating Costs,Other Operating Costs,-1368754.2,0.0,-1368754.2,1368754.2,0.3586374602901493,18,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,12,2022-12,2022-12-01,Operating Costs,Other Services,-17725.09,0.0,-17725.09,17725.09,0.0046442825607507345,23,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,12,2022-12,2022-12-01,Operating Costs,Payroll Costs,-2816228.08,0.0,-2816228.08,2816228.08,0.7379008489683563,15,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,12,2022-12,2022-12-01,Operating Costs,Repairs & Maintenance,-378351.94,0.0,-378351.94,378351.94,0.09913480364659406,21,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,12,2022-12,2022-12-01,Operating Costs,Shortages & Damages,-3171938.9,0.0,-3171938.9,3171938.9,0.8311032844988018,13,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,12,2022-12,2022-12-01,Operating Costs,Social & Health Insurance,-777210.39,0.0,-777210.39,777210.39,0.20364267037917871,20,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,12,2022-12,2022-12-01,Other Operating Income,Other Operating Income,-16948272.8,0.0,-16948272.8,16948272.8,4.440742913005576,5,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,12,2022-12,2022-12-01,Revenue,Sales Revenue,-8903025.09,0.0,-8903025.09,8903025.09,2.332747769597403,8,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2022,12,2022-12,2022-12-01,Tax,Income Tax,-10337784.76,0.0,-10337784.76,10337784.76,2.7086798136236663,7,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,1,2023-01,2023-01-01,Closing Accounts,Closing Balance Sheet Account,144141674.54,0.0,144141674.54,144141674.54,31.998857747554226,1,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,1,2023-01,2023-01-01,Closing Accounts,Opening Balance Sheet Account,-107338322.33,0.0,-107338322.33,107338322.33,23.828665221629898,2,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,1,2023-01,2023-01-01,Closing Accounts,Profit and Loss Account,-36803352.21,0.0,-36803352.21,36803352.21,8.170192525924332,4,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,1,2023-01,2023-01-01,EBITDA Adjustments,Depreciation,-1627877.88,0.0,-1627877.88,1627877.88,0.361382180960128,16,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,1,2023-01,2023-01-01,EBITDA Adjustments,Provisions,-1033186.46,0.0,-1033186.46,1033186.46,0.2293631364124648,18,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,1,2023-01,2023-01-01,Financial Result,FX Gains,-3035063.49,0.0,-3035063.49,3035063.49,0.6737715874415946,14,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,1,2023-01,2023-01-01,Financial Result,FX Losses,-478403.32,0.0,-478403.32,478403.32,0.10620356556486045,21,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,1,2023-01,2023-01-01,Financial Result,Interest Expense,-2734675.4,0.0,-2734675.4,2734675.4,0.6070866693452523,15,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,1,2023-01,2023-01-01,Financial Result,Interest Income,-5865566.28,0.0,-5865566.28,5865566.28,1.302131542467169,10,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,1,2023-01,2023-01-01,Financial Result,Other Financial Expenses,-3294239.13,0.0,-3294239.13,3294239.13,0.7313075114722946,13,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,1,2023-01,2023-01-01,Non-Core Operating Items,Fixed Asset Disposal Costs,-73986569.0,0.0,-73986569.0,73986569.0,16.424713423206533,3,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,1,2023-01,2023-01-01,Operating Costs,Cost of Goods Sold,-25036346.85,0.0,-25036346.85,25036346.85,5.557965827219933,5,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,1,2023-01,2023-01-01,Operating Costs,Energy Consumption,670364.38,0.0,670364.38,670364.38,0.1488181298233403,20,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,1,2023-01,2023-01-01,Operating Costs,Inventory Change,-126314.15,0.0,-126314.15,126314.15,0.028041220765973398,22,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,1,2023-01,2023-01-01,Operating Costs,Material Consumption,-6723376.16,0.0,-6723376.16,6723376.16,1.4925618008373764,9,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,1,2023-01,2023-01-01,Operating Costs,Other Operating Costs,-1471241.27,0.0,-1471241.27,1471241.27,0.3266094990314313,17,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,1,2023-01,2023-01-01,Operating Costs,Other Services,20934.14,0.0,20934.14,20934.14,0.004647292811500488,23,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,1,2023-01,2023-01-01,Operating Costs,Payroll Costs,-3498688.94,0.0,-3498688.94,3498688.94,0.7766945267652868,12,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,1,2023-01,2023-01-01,Operating Costs,Shortages & Damages,-4192967.3,0.0,-4192967.3,4192967.3,0.9308214616003624,11,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,1,2023-01,2023-01-01,Operating Costs,Social & Health Insurance,-780874.41,0.0,-780874.41,780874.41,0.17335090107726828,19,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,1,2023-01,2023-01-01,Other Operating Income,Other Operating Income,-10269110.8,0.0,-10269110.8,10269110.8,2.2797002791297865,6,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,1,2023-01,2023-01-01,Revenue,Sales Revenue,-8469215.64,0.0,-8469215.64,8469215.64,1.8801309708839011,8,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,1,2023-01,2023-01-01,Tax,Income Tax,-8860448.16,0.0,-8860448.16,8860448.16,1.9669829780750832,7,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,2,2023-02,2023-02-01,Closing Accounts,Closing Balance Sheet Account,136601877.23,0.0,136601877.23,136601877.23,26.876463807530104,1,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,2,2023-02,2023-02-01,Closing Accounts,Opening Balance Sheet Account,-104851895.3,0.0,-104851895.3,104851895.3,20.629644528505032,2,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,2,2023-02,2023-02-01,Closing Accounts,Profit and Loss Account,-31749981.93,0.0,-31749981.93,31749981.93,6.24681927902507,5,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,2,2023-02,2023-02-01,EBITDA Adjustments,Depreciation,-866619.47,0.0,-866619.47,866619.47,0.1705076627983608,17,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,2,2023-02,2023-02-01,EBITDA Adjustments,Provisions,-912449.81,0.0,-912449.81,912449.81,0.17952479711067235,16,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,2,2023-02,2023-02-01,Financial Result,FX Gains,-1871856.91,0.0,-1871856.91,1871856.91,0.36828845631296697,14,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,2,2023-02,2023-02-01,Financial Result,FX Losses,-673016.17,0.0,-673016.17,673016.17,0.13241615050744737,19,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,2,2023-02,2023-02-01,Financial Result,Interest Expense,-2208977.67,0.0,-2208977.67,2208977.67,0.4346170755723602,13,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2023,2,2023-02,2023-02-01,Financial Result,Interest Income,-3625709.14,0.0,-3625709.14,3625709.14,0.7133594534266058,11,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
