period,metric,metric_label,actual_value,baseline_median,lower_bound,upper_bound,deviation,robust_score,anomaly_flag,severity,direction,detection_method,isolation_anomaly,isolation_score,combined_anomaly,controller_action
2026-08-01,operating_costs,Operating Costs,-9391111.06,-40183039.614999995,-48926706.072500005,-31306259.732499998,21915148.6725,4.974936105392661,True,CRITICAL,ABOVE_EXPECTED,ROLLING_IQR,True,-0.30675555531801435,True,IMMEDIATE_REVIEW
2021-01-01,ebitda,EBITDA,-260070325.05,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.07932225402086268,True,MONITOR
2021-02-01,ebitda,EBITDA,-260247719.44,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.10748311428161883,True,MONITOR
2021-03-01,ebitda,EBITDA,-228296070.0,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.013662675506236788,True,MONITOR
2021-04-01,ebitda,EBITDA,-66242093.54,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.00858255862085433,False,NO_ACTION
2021-05-01,ebitda,EBITDA,-127720058.83,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.04106910648197565,False,NO_ACTION
2021-06-01,ebitda,EBITDA,-156928506.59,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.058604786217531846,False,NO_ACTION
2021-07-01,ebitda,EBITDA,-160383077.65,-192612288.29500002,-427783647.06375,40634715.006249994,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03778857677718811,False,NO_ACTION
2021-08-01,ebitda,EBITDA,-58121752.51,-160383077.65,-396971569.7475,10464089.512499988,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.034149293290063165,False,NO_ACTION
2021-09-01,ebitda,EBITDA,-164427343.49,-158655792.12,-422073233.145,73483031.875,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06975701067799739,False,NO_ACTION
2021-10-01,ebitda,EBITDA,-136624532.92,-160383077.65,-379160086.755,23143957.924999997,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.038023030753778886,False,NO_ACTION
2021-11-01,ebitda,EBITDA,-91637971.93,-158655792.12,-335902954.90250003,-6372110.822499976,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06303103990942027,False,NO_ACTION
2021-12-01,ebitda,EBITDA,-147177309.95,-156928506.59,-326385743.7925,20345021.66750002,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03170592636364894,False,NO_ACTION
2022-01-01,ebitda,EBITDA,-53172301.59,-152052908.26999998,-272937007.13625,-26157055.086249992,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.005840284759335068,True,MONITOR
2022-02-01,ebitda,EBITDA,-54658507.81,-141900921.435,-275551856.77625,28868710.333749995,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.0530323537890936,False,NO_ACTION
2022-03-01,ebitda,EBITDA,-267488958.43,-132172295.875,-298162360.96375006,76158203.32625005,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.004071874688991672,False,NO_ACTION
2022-04-01,ebitda,EBITDA,-150523403.76,-132172295.875,-298162360.96375006,76158203.32625005,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08307895864322135,False,NO_ACTION
2022-05-01,ebitda,EBITDA,-77778746.04,-141900921.435,-269591997.77500004,28540931.345000014,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07213256976998916,False,NO_ACTION
2022-06-01,ebitda,EBITDA,-220750862.95,-141900921.435,-285183626.90125006,54526979.88875003,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.052872141345504164,False,NO_ACTION
2022-07-01,ebitda,EBITDA,-205336329.72,-141900921.435,-294188613.78875005,59929972.021250024,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03293124420878918,False,NO_ACTION
2022-08-01,ebitda,EBITDA,-354958132.73,-141900921.435,-327339728.63250005,79820640.92750004,-27618404.097499967,-0.27132703634536864,True,LOW,BELOW_EXPECTED,ROLLING_IQR,True,-0.07357760298503868,True,MONITOR
2022-09-01,ebitda,EBITDA,-65016285.79,-148850356.855,-390715159.3825,93352030.89749998,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.05005372753067916,False,NO_ACTION
2022-10-01,ebitda,EBITDA,-90138196.12,-141900921.435,-411092711.1025,127314617.09750001,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03855702253685339,False,NO_ACTION
2022-11-01,ebitda,EBITDA,-167772020.69,-119407640.94,-411092711.1025,127314617.09750001,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03594361776527799,False,NO_ACTION
2022-12-01,ebitda,EBITDA,-84409988.35,-148850356.855,-411092711.1025,127314617.09750001,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08354273005944457,False,NO_ACTION
2023-01-01,ebitda,EBITDA,-133863406.0,-120330799.94,-411092711.1025,127314617.09750001,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09424354978839256,False,NO_ACTION
2023-02-01,ebitda,EBITDA,-209256148.74,-142193404.88,-398846640.91,106904500.11000003,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.05544799663594313,False,NO_ACTION
2023-03-01,ebitda,EBITDA,-75846105.66,-159147712.225,-397265351.96500003,96429380.495,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07008671249339127,False,NO_ACTION
2023-04-01,ebitda,EBITDA,-200908124.58,-142193404.88,-391662444.52875,102593982.28125001,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.0006811716247240862,False,NO_ACTION
2023-05-01,ebitda,EBITDA,-101167274.94,-150817713.345,-391662444.52875,102593982.28125001,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07301072577856221,False,NO_ACTION
2023-06-01,ebitda,EBITDA,-164825915.53,-150817713.345,-382731494.92125,87709066.26874995,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06436279359129177,False,NO_ACTION
2023-07-01,ebitda,EBITDA,-141205157.49,-149344660.765,-371978723.39625,81257403.35374999,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08701561554274434,False,NO_ACTION
2023-08-01,ebitda,EBITDA,-135245774.71,-137534281.745,-307080900.39,42318709.54999997,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.054450531380980716,False,NO_ACTION
2023-09-01,ebitda,EBITDA,-130274045.96,-134554590.35500002,-280846888.28374994,26578302.286249965,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09184206313974247,False,NO_ACTION
2023-10-01,ebitda,EBITDA,-67242573.74,-134554590.35500002,-266291096.6975,2318649.642499998,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08920058174859385,False,NO_ACTION
2023-11-01,ebitda,EBITDA,-278721057.34,-134554590.35500002,-268439174.61125,5898779.498750016,-10281882.72874999,-0.14991557055393526,True,LOW,BELOW_EXPECTED,ROLLING_IQR,False,0.012550538976568604,True,MONITOR
2023-12-01,ebitda,EBITDA,-85705686.84,-134554590.35500002,-289149239.5425001,18324818.457500055,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.0862595582707249,False,NO_ACTION
2024-01-01,ebitda,EBITDA,-203847830.36,-134554590.35500002,-288663352.60875005,17515006.90125005,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07884749041823763,False,NO_ACTION
2024-02-01,ebitda,EBITDA,-72058559.36,-138225466.10000002,-358154810.69000006,59209881.75000003,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09289702946895889,False,NO_ACTION
2024-03-01,ebitda,EBITDA,-146206731.22,-132759910.33500001,-309754982.16375005,52667722.82625003,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08522423880495245,False,NO_ACTION
2024-04-01,ebitda,EBITDA,-234028313.02,-138225466.10000002,-288663352.60875005,17515006.90125005,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06274329877652207,False,NO_ACTION
2024-05-01,ebitda,EBITDA,-147888224.15,-138225466.10000002,-290500668.72125006,18617396.56875004,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08530739450438446,False,NO_ACTION
2024-06-01,ebitda,EBITDA,-212173463.8,-143705944.35500002,-257755551.32375005,-35957799.093749955,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03962958814382633,False,NO_ACTION
2024-07-01,ebitda,EBITDA,-151293570.5,-143705944.35500002,-336125162.5300001,11063967.63000007,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09251271890504542,False,NO_ACTION
2024-08-01,ebitda,EBITDA,-82276126.91,-147047477.685,-336125162.5300001,11063967.63000007,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.058531431735014905,False,NO_ACTION
2024-09-01,ebitda,EBITDA,-65365954.66,-147047477.685,-387550651.5137501,96773115.93625005,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09129580144492394,False,NO_ACTION
2024-10-01,ebitda,EBITDA,-165436982.63,-147047477.685,-395240494.2662501,109589520.52375005,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08129279340617718,False,NO_ACTION
2024-11-01,ebitda,EBITDA,-95355153.93,-149590897.325,-387550651.5137501,96773115.93625005,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07286834485626303,False,NO_ACTION
2024-12-01,ebitda,EBITDA,-84370933.87,-147047477.685,-310326791.12,50438799.7,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08024766184123888,False,NO_ACTION
2025-01-01,ebitda,EBITDA,-162094367.12,-147047477.685,-311828388.21125,52941461.51875001,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06205984059101516,False,NO_ACTION
2025-02-01,ebitda,EBITDA,-169779585.63,-147047477.685,-281554204.29875004,34776951.171250015,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06037714550989781,False,NO_ACTION
2025-03-01,ebitda,EBITDA,-52491567.7,-149590897.325,-277392935.0775,18261202.782499984,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07758807507321386,False,NO_ACTION
2025-04-01,ebitda,EBITDA,-152596217.58,-149590897.325,-290535735.255,40165869.745000005,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07360711805922815,False,NO_ACTION
2025-05-01,ebitda,EBITDA,-64518280.8,-149590897.325,-281554204.29875004,34776951.171250015,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08135197437608027,False,NO_ACTION
2025-06-01,ebitda,EBITDA,-53616367.04,-123324362.215,-290252176.7225,49273571.87750001,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06359060959895407,False,NO_ACTION
2025-07-01,ebitda,EBITDA,-385222000.44,-89863043.9,-289695833.12,69571041.96000004,-95526167.32,-1.063567770323703,True,LOW,BELOW_EXPECTED,ROLLING_IQR,True,-0.15503845541382333,True,MONITOR
2025-08-01,ebitda,EBITDA,-100876312.41,-89863043.9,-309593998.20125,81509941.00875002,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03168337908065416,False,NO_ACTION
2025-09-01,ebitda,EBITDA,-93900567.07,-98115733.17,-309593998.20125,81509941.00875002,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06677933147899529,False,NO_ACTION
2025-10-01,ebitda,EBITDA,-96300822.22,-98115733.17,-288213396.59000003,45875604.989999995,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06394137587617449,False,NO_ACTION
2025-11-01,ebitda,EBITDA,-143525888.08,-95827988.075,-268315231.50875,33936705.94124998,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.01848356059384615,False,NO_ACTION
2025-12-01,ebitda,EBITDA,-202050170.44,-98588567.315,-268315231.50875,33936705.94124998,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.026689196548688066,True,MONITOR
2026-01-01,ebitda,EBITDA,-51316678.78,-122201100.245,-280206686.115,29636018.86500001,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03822359288506344,False,NO_ACTION
2026-02-01,ebitda,EBITDA,-45407478.17,-98588567.315,-299540945.44124997,80856083.48875,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.037118149939731115,False,NO_ACTION
2026-03-01,ebitda,EBITDA,-53051996.74,-95100694.645,-284480925.33000004,85352287.67000003,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.024625436371036313,False,NO_ACTION
2026-04-01,ebitda,EBITDA,-48504506.74,-95100694.645,-284270764.44000006,85002019.52000001,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03480241037795001,False,NO_ACTION
2026-05-01,ebitda,EBITDA,-42851694.02,-79209423.935,-199919514.94375002,35762641.36625001,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.045476727719187204,True,MONITOR
2026-06-01,ebitda,EBITDA,-51569579.63,-73758467.05499999,-202926312.16375,40773970.06624999,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.0016832267083946029,True,MONITOR
2026-07-01,ebitda,EBITDA,-50005151.41,-73476281.905,-202926312.16375,40773970.06624999,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.0282425927424787,False,NO_ACTION
2026-08-01,ebitda,EBITDA,-11583730.96,-52310788.185,-169166751.555,22092066.544999994,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.30675555531801435,True,MONITOR
2021-01-01,net_profit,Net Profit,-277645817.88,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.07932225402086268,True,MONITOR
2021-02-01,net_profit,Net Profit,-282529855.98,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.10748311428161883,True,MONITOR
2021-03-01,net_profit,Net Profit,-258809270.51,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.013662675506236788,True,MONITOR
2021-04-01,net_profit,Net Profit,-83187645.21,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.00858255862085433,False,NO_ACTION
2021-05-01,net_profit,Net Profit,-139479566.55,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.04106910648197565,False,NO_ACTION
2021-06-01,net_profit,Net Profit,-173505136.57,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.058604786217531846,False,NO_ACTION
2021-07-01,net_profit,Net Profit,-164809654.02,-216157203.54,-460362764.01125,39440123.91875002,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03778857677718811,False,NO_ACTION
2021-08-01,net_profit,Net Profit,-69690408.92,-173505136.57,-442351945.05999994,21979790.579999924,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.034149293290063165,False,NO_ACTION
2021-09-01,net_profit,Net Profit,-184849114.96,-169157395.29500002,-470686139.05875,81761145.49124998,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06975701067799739,False,NO_ACTION
2021-10-01,net_profit,Net Profit,-145568194.22,-173505136.57,-437803826.4499999,39514989.389999956,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.038023030753778886,False,NO_ACTION
2021-11-01,net_profit,Net Profit,-111865927.42,-169157395.29500002,-389295493.855,7974538.7650000155,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06303103990942027,False,NO_ACTION
2021-12-01,net_profit,Net Profit,-156088464.46,-164809654.02,-366063861.36,18561921.639999986,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03170592636364894,False,NO_ACTION
2022-01-01,net_profit,Net Profit,-61488863.86,-160449059.24,-309483649.4675,-26431661.14750004,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.005840284759335068,True,MONITOR
2022-02-01,net_profit,Net Profit,-64233722.29,-150828329.34,-283808292.61749995,2770804.582499966,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.0530323537890936,False,NO_ACTION
2022-03-01,net_profit,Net Profit,-280359415.7,-142523880.385,-297738807.4375,50941946.64250003,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.004071874688991672,False,NO_ACTION
2022-04-01,net_profit,Net Profit,-160909698.42,-142523880.385,-297738807.4375,50941946.64250003,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08307895864322135,False,NO_ACTION
2022-05-01,net_profit,Net Profit,-89668289.93,-150828329.34,-265475739.95125,-2829832.5012500137,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07213256976998916,False,NO_ACTION
2022-06-01,net_profit,Net Profit,-228570266.88,-150828329.34,-290448082.1275,38790737.792499974,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.052872141345504164,False,NO_ACTION
2022-07-01,net_profit,Net Profit,-220422008.42,-150828329.34,-297538068.62125,43044729.68874997,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03293124420878918,False,NO_ACTION
2022-08-01,net_profit,Net Profit,-392267277.15,-150828329.34,-357345116.29625,78928958.29374996,-34922160.85374999,-0.3201855245381611,True,LOW,BELOW_EXPECTED,ROLLING_IQR,True,-0.07357760298503868,True,MONITOR
2022-09-01,net_profit,Net Profit,-87673278.09,-158499081.44,-396672905.51625,67897314.43374999,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.05005372753067916,False,NO_ACTION
2022-10-01,net_profit,Net Profit,-111050628.51,-150828329.34,-422393377.1325,110764767.1275,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03855702253685339,False,NO_ACTION
2022-11-01,net_profit,Net Profit,-197320685.84,-133977195.94,-422393377.1325,110764767.1275,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03594361776527799,False,NO_ACTION
2022-12-01,net_profit,Net Profit,-105731754.4,-158499081.44,-422393377.1325,110764767.1275,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08354273005944457,False,NO_ACTION
2023-01-01,net_profit,Net Profit,-142991606.58,-135980163.465,-422393377.1325,110764767.1275,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09424354978839256,False,NO_ACTION
2023-02-01,net_profit,Net Profit,-223474866.27,-151950652.5,-403573850.16375,79398888.84625,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.05544799663594313,False,NO_ACTION
2023-03-01,net_profit,Net Profit,-87708188.26,-179115192.13,-397290426.08250004,62820799.677500024,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07008671249339127,False,NO_ACTION
2023-04-01,net_profit,Net Profit,-225906683.79,-151950652.5,-400389224.78249997,77488113.61749998,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.0006811716247240862,False,NO_ACTION
2023-05-01,net_profit,Net Profit,-112250815.16,-170156146.21,-407633219.20125,81834510.26875001,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07301072577856221,False,NO_ACTION
2023-06-01,net_profit,Net Profit,-191377938.85,-170156146.21,-395625686.65125,61821956.01875,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06436279359129177,False,NO_ACTION
2023-07-01,net_profit,Net Profit,-167151200.6,-167184772.715,-388381692.23249996,57475559.36749999,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08701561554274434,False,NO_ACTION
2023-08-01,net_profit,Net Profit,-144429205.81,-155071403.59,-345066712.395,31486571.46499999,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.054450531380980716,False,NO_ACTION
2023-09-01,net_profit,Net Profit,-173172935.63,-143710406.195,-317577699.02,14993163.439999983,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09184206313974247,False,NO_ACTION
2023-10-01,net_profit,Net Profit,-92896523.64,-155790203.20499998,-314232911.2475,9418517.152499989,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08920058174859385,False,NO_ACTION
2023-11-01,net_profit,Net Profit,-294695247.7,-155790203.20499998,-316227489.03875,12742813.471249998,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.012550538976568604,False,NO_ACTION
2023-12-01,net_profit,Net Profit,-105904956.92,-155790203.20499998,-332573851.80749995,22550631.132499978,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.0862595582707249,False,NO_ACTION
2024-01-01,net_profit,Net Profit,-220086060.93,-155790203.20499998,-332508900.86249995,22442379.55749999,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07884749041823763,False,NO_ACTION
2024-02-01,net_profit,Net Profit,-89577376.09,-170162068.115,-386336629.76250005,54739016.89750004,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09289702946895889,False,NO_ACTION
2024-03-01,net_profit,Net Profit,-164794906.9,-155790203.20499998,-342408150.52500004,41200332.55500004,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08522423880495245,False,NO_ACTION
2024-04-01,net_profit,Net Profit,-264893991.8,-165973053.75,-330390897.52500004,21171577.555000022,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06274329877652207,False,NO_ACTION
2024-05-01,net_profit,Net Profit,-170486262.71,-165973053.75,-330390897.52500004,21171577.555000022,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08530739450438446,False,NO_ACTION
2024-06-01,net_profit,Net Profit,-225804337.79,-168818731.655,-294190208.04375,-39162904.91375001,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03962958814382633,False,NO_ACTION
2024-07-01,net_profit,Net Profit,-167111602.45,-168818731.655,-351591859.98125005,-4721913.751249999,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09251271890504542,False,NO_ACTION
2024-08-01,net_profit,Net Profit,-112739903.6,-168798932.57999998,-351591859.98125005,-4721913.751249999,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.058531431735014905,False,NO_ACTION
2024-09-01,net_profit,Net Profit,-76121050.49,-168798932.57999998,-387242324.96750003,54695527.89250003,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09129580144492394,False,NO_ACTION
2024-10-01,net_profit,Net Profit,-179205778.83,-165953254.675,-399809802.46250004,75641323.71750003,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08129279340617718,False,NO_ACTION
2024-11-01,net_profit,Net Profit,-123659217.18,-168798932.57999998,-387242324.96750003,54695527.89250003,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07286834485626303,False,NO_ACTION
2024-12-01,net_profit,Net Profit,-93047826.29,-165953254.675,-307017872.99250007,6560856.707500055,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08024766184123888,False,NO_ACTION
2025-01-01,net_profit,Net Profit,-175252133.94,-165953254.675,-311839296.97875005,14596563.351250038,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06205984059101516,False,NO_ACTION
2025-02-01,net_profit,Net Profit,-200267995.06,-165953254.675,-278876036.4975,-5181392.937499985,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06037714550989781,False,NO_ACTION
2025-03-01,net_profit,Net Profit,-94965100.6,-168798932.57999998,-279784249.04125005,-25616472.631249964,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07758807507321386,False,NO_ACTION
2025-04-01,net_profit,Net Profit,-176821876.36,-168798932.57999998,-298734027.94375,5966492.206250042,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07360711805922815,False,NO_ACTION
2025-05-01,net_profit,Net Profit,-76609734.48,-168798932.57999998,-281100325.66875005,-4613729.158749953,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08135197437608027,False,NO_ACTION
2025-06-01,net_profit,Net Profit,-73460623.89,-145385409.815,-301815956.9100001,29912322.91000004,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06359060959895407,False,NO_ACTION
2025-07-01,net_profit,Net Profit,-395788392.02,-118199560.39,-305703968.85625005,41121095.97375001,-90084423.16374993,-1.038960932167988,True,LOW,BELOW_EXPECTED,ROLLING_IQR,True,-0.15503845541382333,True,MONITOR
2025-08-01,net_profit,Net Profit,-114192803.9,-118199560.39,-310137174.93750006,43781019.62250002,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03168337908065416,False,NO_ACTION
2025-09-01,net_profit,Net Profit,-107560561.48,-118926010.54,-310137174.93750006,43781019.62250002,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06677933147899529,False,NO_ACTION
2025-10-01,net_profit,Net Profit,-118431591.2,-118926010.54,-301815956.9100001,29912322.91000004,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06394137587617449,False,NO_ACTION
2025-11-01,net_profit,Net Profit,-152276963.62,-116312197.55000001,-297382750.82875,27252399.261250034,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.01848356059384615,False,NO_ACTION
2025-12-01,net_profit,Net Profit,-216194240.6,-116312197.55000001,-297382750.82875,27252399.261250034,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.026689196548688066,True,MONITOR
2026-01-01,net_profit,Net Profit,-53749305.49,-135354277.41,-300090970.69750005,12995868.402500018,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03822359288506344,False,NO_ACTION
2026-02-01,net_profit,Net Profit,-44120019.2,-116312197.55000001,-321144126.4825001,48084461.37750006,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.037118149939731115,False,NO_ACTION
2026-03-01,net_profit,Net Profit,-67808958.76,-110876682.69,-282299294.26375,48063645.626249984,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.024625436371036313,False,NO_ACTION
2026-04-01,net_profit,Net Profit,-59543522.64,-110876682.69,-287961418.10125005,57500518.68875001,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03480241037795001,False,NO_ACTION
2026-05-01,net_profit,Net Profit,-52439116.89,-92085147.98,-218618436.16750002,25982902.132500008,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.045476727719187204,True,MONITOR
2026-06-01,net_profit,Net Profit,-56862209.26,-90510592.685,-230089883.23375005,45101980.576250024,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.0016832267083946029,True,MONITOR
2026-07-01,net_profit,Net Profit,-59369660.12,-87684760.12,-233106360.78625003,50129443.16375002,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.0282425927424787,False,NO_ACTION
2026-08-01,net_profit,Net Profit,-14587782.26,-63676240.7,-204005276.83625,32668792.793750018,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.30675555531801435,True,MONITOR
2021-01-01,closing_cash,Closing Cash,26317810.49,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.07932225402086268,True,MONITOR
