customer_key,customer_code,customer_name,customer_type,country_code,city,industry,payment_terms,credit_limit,risk_category,active_from,active_to,is_active
844,CUST000844,Customer 000844,Government,CZ,Munich,Automotive,30,2903098.0,MEDIUM,2020-01-01,2035-12-31,True
845,CUST000845,Customer 000845,Government,PL,Vienna,Construction,30,874193.0,HIGH,2020-01-01,2035-12-31,True
846,CUST000846,Customer 000846,Government,SK,Bratislava,Manufacturing,60,3301325.0,HIGH,2020-01-01,2035-12-31,True
847,CUST000847,Customer 000847,Government,CZ,Prague,IT Services,14,780445.0,MEDIUM,2020-01-01,2035-12-31,True
848,CUST000848,Customer 000848,SME,CZ,Brno,IT Services,14,4894923.0,MEDIUM,2020-01-01,2035-12-31,True
849,CUST000849,Customer 000849,Government,SK,Warsaw,Healthcare,30,2453901.0,MEDIUM,2020-01-01,2035-12-31,True
850,CUST000850,Customer 000850,Government,DE,Munich,Retail,45,1302593.0,LOW,2020-01-01,2035-12-31,True
851,CUST000851,Customer 000851,SME,CZ,Prague,Retail,30,4601060.0,MEDIUM,2020-01-01,2035-12-31,True
852,CUST000852,Customer 000852,Government,DE,Vienna,Automotive,45,4865756.0,LOW,2020-01-01,2035-12-31,True
853,CUST000853,Customer 000853,Corporate,CZ,Vienna,Construction,60,475522.0,LOW,2020-01-01,2035-12-31,True
854,CUST000854,Customer 000854,Corporate,AT,Prague,Retail,60,501306.0,LOW,2020-01-01,2035-12-31,True
855,CUST000855,Customer 000855,SME,AT,Ostrava,Energy,45,2670942.0,MEDIUM,2020-01-01,2035-12-31,True
856,CUST000856,Customer 000856,Corporate,PL,Brno,Energy,30,829437.0,HIGH,2020-01-01,2035-12-31,True
857,CUST000857,Customer 000857,SME,CZ,Munich,IT Services,60,3997224.0,LOW,2020-01-01,2035-12-31,True
858,CUST000858,Customer 000858,Corporate,SK,Vienna,Construction,60,1588077.0,HIGH,2020-01-01,2035-12-31,True
859,CUST000859,Customer 000859,Government,DE,Warsaw,Energy,60,303873.0,LOW,2020-01-01,2035-12-31,True
860,CUST000860,Customer 000860,SME,CZ,Warsaw,Energy,60,1482787.0,MEDIUM,2020-01-01,2035-12-31,True
861,CUST000861,Customer 000861,SME,PL,Ostrava,Retail,60,947424.0,MEDIUM,2020-01-01,2035-12-31,True
862,CUST000862,Customer 000862,Government,CZ,Vienna,Energy,60,3518202.0,LOW,2020-01-01,2035-12-31,True
863,CUST000863,Customer 000863,Government,SK,Ostrava,Energy,60,604150.0,MEDIUM,2020-01-01,2035-12-31,True
864,CUST000864,Customer 000864,Corporate,PL,Berlin,Logistics,45,4617822.0,HIGH,2020-01-01,2035-12-31,True
865,CUST000865,Customer 000865,Corporate,SK,Brno,Energy,14,3933157.0,MEDIUM,2020-01-01,2035-12-31,True
866,CUST000866,Customer 000866,Government,CZ,Munich,Automotive,45,3454044.0,LOW,2020-01-01,2035-12-31,True
867,CUST000867,Customer 000867,Government,CZ,Berlin,Construction,60,565750.0,LOW,2020-01-01,2035-12-31,True
868,CUST000868,Customer 000868,Corporate,SK,Prague,Automotive,30,3849824.0,HIGH,2020-01-01,2035-12-31,True
869,CUST000869,Customer 000869,SME,AT,Munich,Healthcare,30,2705814.0,MEDIUM,2020-01-01,2035-12-31,True
870,CUST000870,Customer 000870,Government,DE,Berlin,Construction,14,4938268.0,LOW,2020-01-01,2035-12-31,True
871,CUST000871,Customer 000871,Government,PL,Berlin,Automotive,45,573537.0,MEDIUM,2020-01-01,2035-12-31,True
872,CUST000872,Customer 000872,Government,CZ,Prague,Construction,14,2417342.0,LOW,2020-01-01,2035-12-31,True
873,CUST000873,Customer 000873,Corporate,AT,Berlin,Construction,60,3456048.0,MEDIUM,2020-01-01,2035-12-31,True
874,CUST000874,Customer 000874,SME,PL,Bratislava,Automotive,60,1216594.0,LOW,2020-01-01,2035-12-31,True
875,CUST000875,Customer 000875,Government,AT,Warsaw,Logistics,30,2469869.0,HIGH,2020-01-01,2035-12-31,True
876,CUST000876,Customer 000876,Corporate,SK,Prague,Retail,14,1257925.0,HIGH,2020-01-01,2035-12-31,True
877,CUST000877,Customer 000877,SME,AT,Ostrava,Retail,30,3538448.0,MEDIUM,2020-01-01,2035-12-31,True
878,CUST000878,Customer 000878,Government,PL,Berlin,Automotive,60,4323282.0,MEDIUM,2020-01-01,2035-12-31,True
879,CUST000879,Customer 000879,Government,AT,Berlin,Construction,30,1608528.0,MEDIUM,2020-01-01,2035-12-31,True
880,CUST000880,Customer 000880,Government,CZ,Munich,Healthcare,45,3496357.0,HIGH,2020-01-01,2035-12-31,True
881,CUST000881,Customer 000881,Government,DE,Prague,Manufacturing,60,3141861.0,LOW,2020-01-01,2035-12-31,True
882,CUST000882,Customer 000882,Government,AT,Brno,Automotive,45,3950168.0,HIGH,2020-01-01,2035-12-31,True
883,CUST000883,Customer 000883,Corporate,PL,Brno,Healthcare,60,704998.0,HIGH,2020-01-01,2035-12-31,True
884,CUST000884,Customer 000884,Government,PL,Vienna,Manufacturing,45,4538184.0,LOW,2020-01-01,2035-12-31,True
885,CUST000885,Customer 000885,SME,AT,Munich,Construction,60,3010461.0,MEDIUM,2020-01-01,2035-12-31,True
886,CUST000886,Customer 000886,SME,SK,Prague,IT Services,45,565209.0,HIGH,2020-01-01,2035-12-31,True
887,CUST000887,Customer 000887,SME,PL,Ostrava,Manufacturing,45,278992.0,MEDIUM,2020-01-01,2035-12-31,True
888,CUST000888,Customer 000888,SME,CZ,Ostrava,Retail,45,2164356.0,LOW,2020-01-01,2035-12-31,True
889,CUST000889,Customer 000889,Government,DE,Vienna,IT Services,14,985744.0,HIGH,2020-01-01,2035-12-31,True
890,CUST000890,Customer 000890,Corporate,PL,Ostrava,Energy,45,1521356.0,MEDIUM,2020-01-01,2035-12-31,True
891,CUST000891,Customer 000891,Government,SK,Munich,Automotive,14,2926017.0,LOW,2020-01-01,2035-12-31,True
892,CUST000892,Customer 000892,Corporate,PL,Ostrava,Energy,60,3264237.0,LOW,2020-01-01,2035-12-31,True
893,CUST000893,Customer 000893,Government,AT,Ostrava,Healthcare,45,505717.0,HIGH,2020-01-01,2035-12-31,True
894,CUST000894,Customer 000894,SME,CZ,Prague,Automotive,60,3394913.0,MEDIUM,2020-01-01,2035-12-31,True
895,CUST000895,Customer 000895,SME,AT,Bratislava,Logistics,60,4031145.0,MEDIUM,2020-01-01,2035-12-31,True
896,CUST000896,Customer 000896,Corporate,PL,Berlin,Manufacturing,45,3814980.0,MEDIUM,2020-01-01,2035-12-31,True
897,CUST000897,Customer 000897,Government,DE,Prague,Retail,45,3672082.0,HIGH,2020-01-01,2035-12-31,True
898,CUST000898,Customer 000898,Government,DE,Warsaw,IT Services,45,874405.0,MEDIUM,2020-01-01,2035-12-31,True
899,CUST000899,Customer 000899,Government,PL,Berlin,Energy,30,4988577.0,LOW,2020-01-01,2035-12-31,True
900,CUST000900,Customer 000900,Government,DE,Ostrava,Construction,14,121103.0,LOW,2020-01-01,2035-12-31,True
901,CUST000901,Customer 000901,Corporate,AT,Brno,Retail,60,2998733.0,LOW,2020-01-01,2035-12-31,True
902,CUST000902,Customer 000902,Government,DE,Vienna,Healthcare,14,248813.0,HIGH,2020-01-01,2035-12-31,True
903,CUST000903,Customer 000903,Corporate,CZ,Bratislava,Retail,14,774661.0,HIGH,2020-01-01,2035-12-31,True
904,CUST000904,Customer 000904,Corporate,AT,Ostrava,Retail,30,2175134.0,MEDIUM,2020-01-01,2035-12-31,True
905,CUST000905,Customer 000905,SME,CZ,Munich,IT Services,60,2762910.0,MEDIUM,2020-01-01,2035-12-31,True
906,CUST000906,Customer 000906,Corporate,CZ,Vienna,Manufacturing,60,3309732.0,MEDIUM,2020-01-01,2035-12-31,True
907,CUST000907,Customer 000907,Corporate,DE,Vienna,Automotive,60,632156.0,MEDIUM,2020-01-01,2035-12-31,True
908,CUST000908,Customer 000908,Corporate,PL,Berlin,Automotive,60,959580.0,LOW,2020-01-01,2035-12-31,True
909,CUST000909,Customer 000909,Government,AT,Bratislava,Retail,60,2222618.0,LOW,2020-01-01,2035-12-31,True
910,CUST000910,Customer 000910,Corporate,CZ,Brno,IT Services,60,207410.0,MEDIUM,2020-01-01,2035-12-31,True
911,CUST000911,Customer 000911,Corporate,CZ,Prague,Logistics,45,1321775.0,HIGH,2020-01-01,2035-12-31,True
912,CUST000912,Customer 000912,SME,AT,Prague,Energy,60,3707916.0,MEDIUM,2020-01-01,2035-12-31,True
913,CUST000913,Customer 000913,Government,CZ,Bratislava,Manufacturing,60,4093865.0,LOW,2020-01-01,2035-12-31,True
914,CUST000914,Customer 000914,Government,PL,Warsaw,Construction,45,3410600.0,LOW,2020-01-01,2035-12-31,True
915,CUST000915,Customer 000915,Government,CZ,Warsaw,Construction,14,3905734.0,MEDIUM,2020-01-01,2035-12-31,True
916,CUST000916,Customer 000916,Government,SK,Ostrava,Manufacturing,60,1652250.0,MEDIUM,2020-01-01,2035-12-31,True
917,CUST000917,Customer 000917,Government,AT,Brno,Construction,60,761878.0,HIGH,2020-01-01,2035-12-31,True
918,CUST000918,Customer 000918,SME,SK,Ostrava,Manufacturing,30,262773.0,HIGH,2020-01-01,2035-12-31,True
919,CUST000919,Customer 000919,Government,SK,Munich,Logistics,14,4584479.0,HIGH,2020-01-01,2035-12-31,True
920,CUST000920,Customer 000920,SME,AT,Munich,Manufacturing,14,2896129.0,LOW,2020-01-01,2035-12-31,True
921,CUST000921,Customer 000921,SME,CZ,Berlin,Retail,30,4438245.0,MEDIUM,2020-01-01,2035-12-31,True
922,CUST000922,Customer 000922,Government,PL,Ostrava,Healthcare,14,359352.0,HIGH,2020-01-01,2035-12-31,True
923,CUST000923,Customer 000923,Corporate,AT,Prague,Energy,14,2085768.0,HIGH,2020-01-01,2035-12-31,True
924,CUST000924,Customer 000924,Government,SK,Prague,Automotive,14,2628132.0,LOW,2020-01-01,2035-12-31,True
925,CUST000925,Customer 000925,SME,PL,Ostrava,Retail,14,1007808.0,MEDIUM,2020-01-01,2035-12-31,True
926,CUST000926,Customer 000926,Government,PL,Bratislava,Retail,30,3625320.0,MEDIUM,2020-01-01,2035-12-31,True
927,CUST000927,Customer 000927,Government,AT,Warsaw,Retail,30,2747691.0,LOW,2020-01-01,2035-12-31,True
928,CUST000928,Customer 000928,Corporate,PL,Ostrava,Construction,14,1062886.0,MEDIUM,2020-01-01,2035-12-31,True
929,CUST000929,Customer 000929,Corporate,AT,Ostrava,Construction,30,3729756.0,LOW,2020-01-01,2035-12-31,True
930,CUST000930,Customer 000930,Government,CZ,Ostrava,Retail,60,1373333.0,LOW,2020-01-01,2035-12-31,True
931,CUST000931,Customer 000931,SME,CZ,Prague,Manufacturing,30,797770.0,HIGH,2020-01-01,2035-12-31,True
932,CUST000932,Customer 000932,Government,PL,Vienna,Logistics,60,1114450.0,LOW,2020-01-01,2035-12-31,True
933,CUST000933,Customer 000933,Corporate,DE,Munich,Logistics,30,1514222.0,HIGH,2020-01-01,2035-12-31,True
934,CUST000934,Customer 000934,Government,CZ,Ostrava,Energy,14,2576646.0,MEDIUM,2020-01-01,2035-12-31,True
935,CUST000935,Customer 000935,SME,CZ,Bratislava,Healthcare,14,4497631.0,LOW,2020-01-01,2035-12-31,True
936,CUST000936,Customer 000936,Government,DE,Bratislava,Energy,30,2368834.0,LOW,2020-01-01,2035-12-31,True
937,CUST000937,Customer 000937,Corporate,CZ,Ostrava,Energy,60,1529111.0,LOW,2020-01-01,2035-12-31,True
938,CUST000938,Customer 000938,Government,CZ,Prague,Construction,45,1808166.0,MEDIUM,2020-01-01,2035-12-31,True
939,CUST000939,Customer 000939,SME,DE,Munich,Manufacturing,14,490037.0,HIGH,2020-01-01,2035-12-31,True
940,CUST000940,Customer 000940,Corporate,SK,Prague,Energy,14,644412.0,LOW,2020-01-01,2035-12-31,True
941,CUST000941,Customer 000941,Government,AT,Warsaw,Logistics,30,2782043.0,LOW,2020-01-01,2035-12-31,True
942,CUST000942,Customer 000942,Corporate,DE,Bratislava,Retail,30,3511101.0,LOW,2020-01-01,2035-12-31,True
943,CUST000943,Customer 000943,SME,SK,Brno,Energy,60,505831.0,MEDIUM,2020-01-01,2035-12-31,True
944,CUST000944,Customer 000944,Corporate,SK,Munich,Automotive,60,3183019.0,LOW,2020-01-01,2035-12-31,True
945,CUST000945,Customer 000945,SME,SK,Warsaw,IT Services,30,2867660.0,LOW,2020-01-01,2035-12-31,True
946,CUST000946,Customer 000946,Corporate,PL,Prague,IT Services,30,982052.0,MEDIUM,2020-01-01,2035-12-31,True
947,CUST000947,Customer 000947,SME,AT,Ostrava,Construction,30,2525994.0,HIGH,2020-01-01,2035-12-31,True
948,CUST000948,Customer 000948,Corporate,PL,Ostrava,Healthcare,14,3503557.0,HIGH,2020-01-01,2035-12-31,True
949,CUST000949,Customer 000949,SME,SK,Munich,Energy,45,171667.0,HIGH,2020-01-01,2035-12-31,True
950,CUST000950,Customer 000950,SME,SK,Bratislava,Construction,60,4910921.0,LOW,2020-01-01,2035-12-31,True
951,CUST000951,Customer 000951,Government,SK,Prague,Logistics,14,386036.0,MEDIUM,2020-01-01,2035-12-31,True
952,CUST000952,Customer 000952,Government,PL,Prague,Logistics,60,4070402.0,HIGH,2020-01-01,2035-12-31,True
953,CUST000953,Customer 000953,Corporate,AT,Munich,Healthcare,14,4734928.0,LOW,2020-01-01,2035-12-31,True
954,CUST000954,Customer 000954,Government,AT,Bratislava,Automotive,45,2531269.0,LOW,2020-01-01,2035-12-31,True
955,CUST000955,Customer 000955,Government,CZ,Prague,Energy,45,1407300.0,HIGH,2020-01-01,2035-12-31,True
956,CUST000956,Customer 000956,SME,PL,Prague,Energy,60,1212861.0,HIGH,2020-01-01,2035-12-31,True
957,CUST000957,Customer 000957,SME,SK,Warsaw,Energy,14,643062.0,MEDIUM,2020-01-01,2035-12-31,True
958,CUST000958,Customer 000958,Government,DE,Prague,IT Services,60,2313157.0,HIGH,2020-01-01,2035-12-31,True
959,CUST000959,Customer 000959,Government,PL,Bratislava,Retail,45,509793.0,HIGH,2020-01-01,2035-12-31,True
960,CUST000960,Customer 000960,Government,DE,Prague,Retail,60,3116798.0,MEDIUM,2020-01-01,2035-12-31,True
961,CUST000961,Customer 000961,Government,CZ,Warsaw,Construction,30,4737474.0,HIGH,2020-01-01,2035-12-31,True
962,CUST000962,Customer 000962,Corporate,PL,Bratislava,Automotive,45,2051796.0,HIGH,2020-01-01,2035-12-31,True
963,CUST000963,Customer 000963,Corporate,AT,Bratislava,Healthcare,45,3008759.0,MEDIUM,2020-01-01,2035-12-31,True
964,CUST000964,Customer 000964,Government,AT,Vienna,Manufacturing,14,3177388.0,MEDIUM,2020-01-01,2035-12-31,True
965,CUST000965,Customer 000965,SME,AT,Brno,Energy,45,3841469.0,HIGH,2020-01-01,2035-12-31,True
966,CUST000966,Customer 000966,SME,CZ,Bratislava,Energy,14,722518.0,MEDIUM,2020-01-01,2035-12-31,True
967,CUST000967,Customer 000967,Corporate,DE,Brno,Retail,30,2364775.0,LOW,2020-01-01,2035-12-31,True
968,CUST000968,Customer 000968,Government,SK,Munich,Automotive,30,4417844.0,HIGH,2020-01-01,2035-12-31,True
969,CUST000969,Customer 000969,Corporate,DE,Berlin,Automotive,60,2958332.0,MEDIUM,2020-01-01,2035-12-31,True
970,CUST000970,Customer 000970,SME,CZ,Vienna,Healthcare,14,234856.0,LOW,2020-01-01,2035-12-31,True
971,CUST000971,Customer 000971,Government,DE,Berlin,Construction,45,4128108.0,HIGH,2020-01-01,2035-12-31,True
972,CUST000972,Customer 000972,Government,PL,Munich,Energy,45,4808451.0,LOW,2020-01-01,2035-12-31,True
973,CUST000973,Customer 000973,SME,SK,Vienna,Healthcare,60,3169742.0,MEDIUM,2020-01-01,2035-12-31,True
974,CUST000974,Customer 000974,Corporate,SK,Warsaw,IT Services,60,1445554.0,HIGH,2020-01-01,2035-12-31,True
975,CUST000975,Customer 000975,Corporate,PL,Vienna,Automotive,30,1337523.0,LOW,2020-01-01,2035-12-31,True
976,CUST000976,Customer 000976,Corporate,CZ,Prague,Construction,30,3748441.0,MEDIUM,2020-01-01,2035-12-31,True
977,CUST000977,Customer 000977,SME,SK,Bratislava,Manufacturing,45,2934397.0,LOW,2020-01-01,2035-12-31,True
978,CUST000978,Customer 000978,SME,AT,Ostrava,IT Services,14,259087.0,MEDIUM,2020-01-01,2035-12-31,True
979,CUST000979,Customer 000979,SME,SK,Munich,Construction,30,86023.0,HIGH,2020-01-01,2035-12-31,True
980,CUST000980,Customer 000980,Government,PL,Warsaw,IT Services,60,2481246.0,HIGH,2020-01-01,2035-12-31,True
981,CUST000981,Customer 000981,Government,SK,Munich,Construction,14,4067985.0,LOW,2020-01-01,2035-12-31,True
982,CUST000982,Customer 000982,Corporate,PL,Brno,IT Services,14,3419115.0,HIGH,2020-01-01,2035-12-31,True
983,CUST000983,Customer 000983,Corporate,AT,Warsaw,Retail,45,511655.0,HIGH,2020-01-01,2035-12-31,True
984,CUST000984,Customer 000984,Government,SK,Bratislava,IT Services,30,239151.0,LOW,2020-01-01,2035-12-31,True
985,CUST000985,Customer 000985,Government,AT,Brno,Logistics,30,4164321.0,MEDIUM,2020-01-01,2035-12-31,True
986,CUST000986,Customer 000986,Government,PL,Prague,Construction,60,1291060.0,HIGH,2020-01-01,2035-12-31,True
987,CUST000987,Customer 000987,SME,DE,Berlin,Construction,14,2437820.0,MEDIUM,2020-01-01,2035-12-31,True
988,CUST000988,Customer 000988,SME,DE,Munich,Retail,30,3776390.0,HIGH,2020-01-01,2035-12-31,True
989,CUST000989,Customer 000989,SME,AT,Vienna,Automotive,60,3524509.0,LOW,2020-01-01,2035-12-31,True
990,CUST000990,Customer 000990,Government,PL,Brno,Automotive,30,2593687.0,MEDIUM,2020-01-01,2035-12-31,True
991,CUST000991,Customer 000991,Government,DE,Brno,Logistics,14,105523.0,MEDIUM,2020-01-01,2035-12-31,True
992,CUST000992,Customer 000992,Government,DE,Berlin,Automotive,60,4814027.0,LOW,2020-01-01,2035-12-31,True
993,CUST000993,Customer 000993,Corporate,SK,Berlin,IT Services,60,404275.0,MEDIUM,2020-01-01,2035-12-31,True
994,CUST000994,Customer 000994,Government,DE,Munich,Energy,30,275150.0,LOW,2020-01-01,2035-12-31,True
995,CUST000995,Customer 000995,Corporate,DE,Vienna,Energy,14,2463310.0,MEDIUM,2020-01-01,2035-12-31,True
996,CUST000996,Customer 000996,Corporate,AT,Bratislava,Manufacturing,14,2375465.0,MEDIUM,2020-01-01,2035-12-31,True
997,CUST000997,Customer 000997,Corporate,PL,Warsaw,Energy,60,2213518.0,HIGH,2020-01-01,2035-12-31,True
998,CUST000998,Customer 000998,Government,AT,Brno,Construction,14,2227155.0,LOW,2020-01-01,2035-12-31,True
999,CUST000999,Customer 000999,Government,CZ,Ostrava,Construction,60,1186634.0,MEDIUM,2020-01-01,2035-12-31,True
1000,CUST001000,Customer 001000,Corporate,CZ,Vienna,Construction,60,3036212.0,LOW,2020-01-01,2035-12-31,True
1001,CUST001001,Customer 001001,SME,DE,Brno,Healthcare,30,842796.0,HIGH,2020-01-01,2035-12-31,True
1002,CUST001002,Customer 001002,Corporate,PL,Warsaw,Construction,45,2327162.0,HIGH,2020-01-01,2035-12-31,True
1003,CUST001003,Customer 001003,Government,DE,Brno,Construction,30,158193.0,LOW,2020-01-01,2035-12-31,True
1004,CUST001004,Customer 001004,Government,DE,Warsaw,Energy,60,2904753.0,LOW,2020-01-01,2035-12-31,True
1005,CUST001005,Customer 001005,Corporate,SK,Ostrava,Healthcare,30,4736339.0,HIGH,2020-01-01,2035-12-31,True
1006,CUST001006,Customer 001006,Government,PL,Brno,Logistics,60,690892.0,LOW,2020-01-01,2035-12-31,True
1007,CUST001007,Customer 001007,Corporate,CZ,Munich,Construction,45,3091445.0,LOW,2020-01-01,2035-12-31,True
1008,CUST001008,Customer 001008,SME,PL,Warsaw,Automotive,45,291252.0,HIGH,2020-01-01,2035-12-31,True
1009,CUST001009,Customer 001009,Corporate,SK,Ostrava,Automotive,30,2628895.0,LOW,2020-01-01,2035-12-31,True
1010,CUST001010,Customer 001010,Corporate,SK,Brno,Logistics,14,702090.0,LOW,2020-01-01,2035-12-31,True
1011,CUST001011,Customer 001011,SME,AT,Prague,Healthcare,14,325085.0,HIGH,2020-01-01,2035-12-31,True
1012,CUST001012,Customer 001012,Government,PL,Prague,Energy,14,2172422.0,LOW,2020-01-01,2035-12-31,True
1013,CUST001013,Customer 001013,Corporate,DE,Prague,Retail,14,1773030.0,HIGH,2020-01-01,2035-12-31,True
1014,CUST001014,Customer 001014,Corporate,SK,Warsaw,Manufacturing,14,1271020.0,HIGH,2020-01-01,2035-12-31,True
1015,CUST001015,Customer 001015,SME,PL,Warsaw,Construction,30,4249625.0,HIGH,2020-01-01,2035-12-31,True
1016,CUST001016,Customer 001016,Government,SK,Brno,Retail,14,4486220.0,LOW,2020-01-01,2035-12-31,True
1017,CUST001017,Customer 001017,Government,SK,Vienna,Automotive,14,877835.0,LOW,2020-01-01,2035-12-31,True
1018,CUST001018,Customer 001018,Government,AT,Warsaw,Automotive,60,950303.0,LOW,2020-01-01,2035-12-31,True
1019,CUST001019,Customer 001019,SME,AT,Berlin,Healthcare,30,3469011.0,LOW,2020-01-01,2035-12-31,True
1020,CUST001020,Customer 001020,SME,CZ,Munich,Retail,30,4209206.0,MEDIUM,2020-01-01,2035-12-31,True
1021,CUST001021,Customer 001021,Government,DE,Prague,Retail,45,4191563.0,LOW,2020-01-01,2035-12-31,True
1022,CUST001022,Customer 001022,SME,DE,Munich,IT Services,60,1944763.0,HIGH,2020-01-01,2035-12-31,True
1023,CUST001023,Customer 001023,SME,DE,Berlin,Healthcare,14,4040266.0,HIGH,2020-01-01,2035-12-31,True
1024,CUST001024,Customer 001024,SME,SK,Prague,Energy,14,3374990.0,MEDIUM,2020-01-01,2035-12-31,True
1025,CUST001025,Customer 001025,Government,CZ,Brno,Automotive,60,3410680.0,HIGH,2020-01-01,2035-12-31,True
1026,CUST001026,Customer 001026,Government,CZ,Ostrava,Retail,45,1720057.0,MEDIUM,2020-01-01,2035-12-31,True
1027,CUST001027,Customer 001027,Corporate,PL,Berlin,Retail,30,3612677.0,HIGH,2020-01-01,2035-12-31,True
1028,CUST001028,Customer 001028,SME,DE,Vienna,Logistics,45,4041520.0,HIGH,2020-01-01,2035-12-31,True
1029,CUST001029,Customer 001029,Government,AT,Munich,IT Services,30,3863752.0,LOW,2020-01-01,2035-12-31,True
1030,CUST001030,Customer 001030,Corporate,DE,Munich,Energy,30,1179176.0,LOW,2020-01-01,2035-12-31,True
1031,CUST001031,Customer 001031,Corporate,CZ,Brno,Energy,14,1552363.0,MEDIUM,2020-01-01,2035-12-31,True
1032,CUST001032,Customer 001032,Government,DE,Ostrava,IT Services,14,691873.0,HIGH,2020-01-01,2035-12-31,True
1033,CUST001033,Customer 001033,Government,AT,Munich,Healthcare,45,4226679.0,MEDIUM,2020-01-01,2035-12-31,True
1034,CUST001034,Customer 001034,Government,DE,Warsaw,Manufacturing,14,3660510.0,LOW,2020-01-01,2035-12-31,True
1035,CUST001035,Customer 001035,SME,AT,Warsaw,Logistics,60,3905876.0,LOW,2020-01-01,2035-12-31,True
1036,CUST001036,Customer 001036,Corporate,SK,Vienna,Automotive,60,3662815.0,LOW,2020-01-01,2035-12-31,True
1037,CUST001037,Customer 001037,SME,AT,Munich,Retail,60,4695476.0,HIGH,2020-01-01,2035-12-31,True
1038,CUST001038,Customer 001038,Government,PL,Munich,Energy,30,4300382.0,LOW,2020-01-01,2035-12-31,True
1039,CUST001039,Customer 001039,SME,DE,Munich,Logistics,45,2436035.0,MEDIUM,2020-01-01,2035-12-31,True
1040,CUST001040,Customer 001040,Corporate,CZ,Prague,Automotive,45,2976590.0,HIGH,2020-01-01,2035-12-31,True
1041,CUST001041,Customer 001041,Government,CZ,Warsaw,Logistics,14,3641567.0,MEDIUM,2020-01-01,2035-12-31,True
1042,CUST001042,Customer 001042,SME,AT,Warsaw,Manufacturing,30,2127136.0,LOW,2020-01-01,2035-12-31,True
1043,CUST001043,Customer 001043,Government,DE,Brno,Retail,45,1010254.0,MEDIUM,2020-01-01,2035-12-31,True
1044,CUST001044,Customer 001044,Corporate,CZ,Warsaw,Manufacturing,60,3593960.0,HIGH,2020-01-01,2035-12-31,True
1045,CUST001045,Customer 001045,Government,AT,Vienna,Manufacturing,60,4982411.0,LOW,2020-01-01,2035-12-31,True
1046,CUST001046,Customer 001046,SME,AT,Berlin,Construction,14,4146649.0,LOW,2020-01-01,2035-12-31,True
1047,CUST001047,Customer 001047,Government,SK,Warsaw,Energy,45,1447770.0,HIGH,2020-01-01,2035-12-31,True
1048,CUST001048,Customer 001048,SME,DE,Berlin,Healthcare,60,681839.0,HIGH,2020-01-01,2035-12-31,True
1049,CUST001049,Customer 001049,Corporate,DE,Vienna,Manufacturing,45,4861040.0,MEDIUM,2020-01-01,2035-12-31,True
1050,CUST001050,Customer 001050,Corporate,PL,Brno,Retail,45,2343151.0,LOW,2020-01-01,2035-12-31,True
1051,CUST001051,Customer 001051,Government,PL,Munich,Logistics,30,2963501.0,LOW,2020-01-01,2035-12-31,True
1052,CUST001052,Customer 001052,Government,DE,Vienna,Logistics,45,1728367.0,MEDIUM,2020-01-01,2035-12-31,True
1053,CUST001053,Customer 001053,SME,DE,Munich,Automotive,14,4380401.0,LOW,2020-01-01,2035-12-31,True
1054,CUST001054,Customer 001054,Government,AT,Bratislava,Energy,45,4518773.0,HIGH,2020-01-01,2035-12-31,True
1055,CUST001055,Customer 001055,SME,PL,Prague,Healthcare,45,3929619.0,LOW,2020-01-01,2035-12-31,True
1056,CUST001056,Customer 001056,Corporate,SK,Vienna,Logistics,60,2723056.0,LOW,2020-01-01,2035-12-31,True
1057,CUST001057,Customer 001057,Government,SK,Berlin,IT Services,45,1397078.0,MEDIUM,2020-01-01,2035-12-31,True
1058,CUST001058,Customer 001058,Government,PL,Bratislava,Logistics,30,1002598.0,LOW,2020-01-01,2035-12-31,True
1059,CUST001059,Customer 001059,Corporate,CZ,Bratislava,IT Services,60,4121682.0,HIGH,2020-01-01,2035-12-31,True
1060,CUST001060,Customer 001060,SME,AT,Prague,Healthcare,30,2337673.0,LOW,2020-01-01,2035-12-31,True
1061,CUST001061,Customer 001061,Corporate,DE,Vienna,Automotive,14,4125537.0,LOW,2020-01-01,2035-12-31,True
1062,CUST001062,Customer 001062,Corporate,CZ,Warsaw,IT Services,14,3464220.0,MEDIUM,2020-01-01,2035-12-31,True
1063,CUST001063,Customer 001063,Government,CZ,Berlin,Automotive,30,988956.0,HIGH,2020-01-01,2035-12-31,True
1064,CUST001064,Customer 001064,Government,PL,Brno,IT Services,60,807061.0,LOW,2020-01-01,2035-12-31,True
1065,CUST001065,Customer 001065,Government,CZ,Warsaw,Construction,60,2029192.0,MEDIUM,2020-01-01,2035-12-31,True
1066,CUST001066,Customer 001066,Corporate,SK,Brno,Automotive,30,2353069.0,MEDIUM,2020-01-01,2035-12-31,True
1067,CUST001067,Customer 001067,SME,DE,Prague,Energy,45,997588.0,MEDIUM,2020-01-01,2035-12-31,True
1068,CUST001068,Customer 001068,Government,AT,Munich,Healthcare,45,1265606.0,MEDIUM,2020-01-01,2035-12-31,True
1069,CUST001069,Customer 001069,SME,DE,Vienna,Manufacturing,14,508624.0,HIGH,2020-01-01,2035-12-31,True
1070,CUST001070,Customer 001070,Government,SK,Vienna,Logistics,45,3093849.0,HIGH,2020-01-01,2035-12-31,True
1071,CUST001071,Customer 001071,Corporate,PL,Bratislava,Energy,60,115985.0,MEDIUM,2020-01-01,2035-12-31,True
