supplier_code,supplier_name,country_code,city,payment_terms,vat_number,active
SUP001193,Supplier 001193,DE,Berlin,60,DE100001193,True
SUP001194,Supplier 001194,CZ,Ostrava,45,CZ100001194,True
SUP001195,Supplier 001195,CZ,Brno,30,CZ100001195,True
SUP001196,Supplier 001196,DE,Berlin,14,DE100001196,True
SUP001197,Supplier 001197,SK,Bratislava,45,SK100001197,True
SUP001198,Supplier 001198,CZ,Brno,30,CZ100001198,True
SUP001199,Supplier 001199,DE,Berlin,30,DE100001199,True
SUP001200,Supplier 001200,AT,Vienna,60,AT100001200,True
SUP001201,Supplier 001201,CZ,Ostrava,60,CZ100001201,True
SUP001202,Supplier 001202,AT,Vienna,30,AT100001202,True
SUP001203,Supplier 001203,PL,Warsaw,30,PL100001203,True
SUP001204,Supplier 001204,CZ,Ostrava,60,CZ100001204,True
SUP001205,Supplier 001205,DE,Munich,30,DE100001205,True
SUP001206,Supplier 001206,CZ,Ostrava,45,CZ100001206,True
SUP001207,Supplier 001207,PL,Warsaw,14,PL100001207,True
SUP001208,Supplier 001208,DE,Berlin,14,DE100001208,True
SUP001209,Supplier 001209,PL,Warsaw,30,PL100001209,True
SUP001210,Supplier 001210,SK,Bratislava,60,SK100001210,True
SUP001211,Supplier 001211,PL,Warsaw,60,PL100001211,True
SUP001212,Supplier 001212,PL,Warsaw,60,PL100001212,True
SUP001213,Supplier 001213,PL,Warsaw,60,PL100001213,True
SUP001214,Supplier 001214,CZ,Ostrava,14,CZ100001214,True
SUP001215,Supplier 001215,CZ,Prague,30,CZ100001215,True
SUP001216,Supplier 001216,DE,Munich,14,DE100001216,True
SUP001217,Supplier 001217,DE,Munich,30,DE100001217,True
SUP001218,Supplier 001218,DE,Munich,30,DE100001218,True
SUP001219,Supplier 001219,PL,Warsaw,60,PL100001219,True
SUP001220,Supplier 001220,CZ,Brno,14,CZ100001220,True
SUP001221,Supplier 001221,DE,Munich,45,DE100001221,True
SUP001222,Supplier 001222,CZ,Prague,60,CZ100001222,True
SUP001223,Supplier 001223,SK,Bratislava,60,SK100001223,True
SUP001224,Supplier 001224,CZ,Brno,30,CZ100001224,True
SUP001225,Supplier 001225,DE,Munich,14,DE100001225,True
SUP001226,Supplier 001226,PL,Warsaw,45,PL100001226,True
SUP001227,Supplier 001227,DE,Berlin,14,DE100001227,True
SUP001228,Supplier 001228,PL,Warsaw,14,PL100001228,True
SUP001229,Supplier 001229,SK,Bratislava,30,SK100001229,True
SUP001230,Supplier 001230,DE,Berlin,60,DE100001230,True
SUP001231,Supplier 001231,CZ,Ostrava,30,CZ100001231,True
SUP001232,Supplier 001232,SK,Bratislava,30,SK100001232,True
SUP001233,Supplier 001233,CZ,Prague,45,CZ100001233,True
SUP001234,Supplier 001234,DE,Munich,30,DE100001234,True
SUP001235,Supplier 001235,DE,Berlin,45,DE100001235,True
SUP001236,Supplier 001236,DE,Munich,45,DE100001236,True
SUP001237,Supplier 001237,CZ,Brno,30,CZ100001237,True
SUP001238,Supplier 001238,AT,Vienna,14,AT100001238,True
SUP001239,Supplier 001239,DE,Munich,30,DE100001239,True
SUP001240,Supplier 001240,CZ,Ostrava,30,CZ100001240,True
SUP001241,Supplier 001241,CZ,Ostrava,45,CZ100001241,True
SUP001242,Supplier 001242,SK,Bratislava,60,SK100001242,True
SUP001243,Supplier 001243,PL,Warsaw,30,PL100001243,True
SUP001244,Supplier 001244,DE,Munich,60,DE100001244,True
SUP001245,Supplier 001245,AT,Vienna,60,AT100001245,True
SUP001246,Supplier 001246,CZ,Brno,14,CZ100001246,True
SUP001247,Supplier 001247,AT,Vienna,45,AT100001247,True
SUP001248,Supplier 001248,DE,Berlin,60,DE100001248,True
SUP001249,Supplier 001249,PL,Warsaw,45,PL100001249,True
SUP001250,Supplier 001250,CZ,Prague,14,CZ100001250,True
SUP001251,Supplier 001251,PL,Warsaw,45,PL100001251,True
SUP001252,Supplier 001252,CZ,Brno,60,CZ100001252,True
SUP001253,Supplier 001253,SK,Bratislava,60,SK100001253,True
SUP001254,Supplier 001254,SK,Bratislava,60,SK100001254,True
SUP001255,Supplier 001255,DE,Munich,45,DE100001255,True
SUP001256,Supplier 001256,DE,Munich,45,DE100001256,True
SUP001257,Supplier 001257,CZ,Ostrava,60,CZ100001257,True
SUP001258,Supplier 001258,DE,Berlin,14,DE100001258,True
SUP001259,Supplier 001259,CZ,Prague,14,CZ100001259,True
SUP001260,Supplier 001260,PL,Warsaw,14,PL100001260,True
SUP001261,Supplier 001261,CZ,Brno,30,CZ100001261,True
SUP001262,Supplier 001262,PL,Warsaw,60,PL100001262,True
SUP001263,Supplier 001263,CZ,Prague,60,CZ100001263,True
SUP001264,Supplier 001264,SK,Bratislava,30,SK100001264,True
SUP001265,Supplier 001265,DE,Munich,30,DE100001265,True
SUP001266,Supplier 001266,DE,Munich,14,DE100001266,True
SUP001267,Supplier 001267,DE,Berlin,45,DE100001267,True
SUP001268,Supplier 001268,CZ,Brno,45,CZ100001268,True
SUP001269,Supplier 001269,CZ,Ostrava,14,CZ100001269,True
SUP001270,Supplier 001270,AT,Vienna,45,AT100001270,True
SUP001271,Supplier 001271,SK,Bratislava,60,SK100001271,True
SUP001272,Supplier 001272,CZ,Brno,14,CZ100001272,True
SUP001273,Supplier 001273,CZ,Prague,30,CZ100001273,True
SUP001274,Supplier 001274,PL,Warsaw,14,PL100001274,True
SUP001275,Supplier 001275,CZ,Ostrava,30,CZ100001275,True
SUP001276,Supplier 001276,PL,Warsaw,14,PL100001276,True
SUP001277,Supplier 001277,CZ,Prague,45,CZ100001277,True
SUP001278,Supplier 001278,CZ,Brno,60,CZ100001278,True
SUP001279,Supplier 001279,CZ,Ostrava,60,CZ100001279,True
SUP001280,Supplier 001280,CZ,Brno,30,CZ100001280,True
SUP001281,Supplier 001281,AT,Vienna,14,AT100001281,True
SUP001282,Supplier 001282,CZ,Brno,14,CZ100001282,True
SUP001283,Supplier 001283,DE,Berlin,45,DE100001283,True
SUP001284,Supplier 001284,DE,Munich,30,DE100001284,True
SUP001285,Supplier 001285,AT,Vienna,30,AT100001285,True
SUP001286,Supplier 001286,CZ,Ostrava,14,CZ100001286,True
SUP001287,Supplier 001287,CZ,Prague,30,CZ100001287,True
SUP001288,Supplier 001288,PL,Warsaw,45,PL100001288,True
SUP001289,Supplier 001289,SK,Bratislava,30,SK100001289,True
SUP001290,Supplier 001290,AT,Vienna,60,AT100001290,True
SUP001291,Supplier 001291,SK,Bratislava,14,SK100001291,True
SUP001292,Supplier 001292,CZ,Brno,30,CZ100001292,True
SUP001293,Supplier 001293,CZ,Brno,60,CZ100001293,True
SUP001294,Supplier 001294,DE,Berlin,60,DE100001294,True
SUP001295,Supplier 001295,DE,Berlin,30,DE100001295,True
SUP001296,Supplier 001296,SK,Bratislava,45,SK100001296,True
SUP001297,Supplier 001297,CZ,Brno,30,CZ100001297,True
SUP001298,Supplier 001298,DE,Munich,14,DE100001298,True
SUP001299,Supplier 001299,DE,Munich,30,DE100001299,True
SUP001300,Supplier 001300,SK,Bratislava,60,SK100001300,True
SUP001301,Supplier 001301,DE,Munich,14,DE100001301,True
SUP001302,Supplier 001302,SK,Bratislava,60,SK100001302,True
SUP001303,Supplier 001303,AT,Vienna,14,AT100001303,True
SUP001304,Supplier 001304,SK,Bratislava,60,SK100001304,True
SUP001305,Supplier 001305,CZ,Brno,14,CZ100001305,True
SUP001306,Supplier 001306,DE,Berlin,45,DE100001306,True
SUP001307,Supplier 001307,CZ,Ostrava,60,CZ100001307,True
SUP001308,Supplier 001308,AT,Vienna,45,AT100001308,True
SUP001309,Supplier 001309,CZ,Ostrava,60,CZ100001309,True
SUP001310,Supplier 001310,CZ,Brno,14,CZ100001310,True
SUP001311,Supplier 001311,CZ,Brno,14,CZ100001311,True
SUP001312,Supplier 001312,DE,Munich,30,DE100001312,True
SUP001313,Supplier 001313,CZ,Prague,14,CZ100001313,True
SUP001314,Supplier 001314,AT,Vienna,45,AT100001314,True
SUP001315,Supplier 001315,AT,Vienna,60,AT100001315,True
SUP001316,Supplier 001316,AT,Vienna,14,AT100001316,True
SUP001317,Supplier 001317,CZ,Ostrava,45,CZ100001317,True
SUP001318,Supplier 001318,CZ,Brno,45,CZ100001318,True
SUP001319,Supplier 001319,CZ,Brno,30,CZ100001319,True
SUP001320,Supplier 001320,CZ,Ostrava,45,CZ100001320,True
SUP001321,Supplier 001321,AT,Vienna,14,AT100001321,True
SUP001322,Supplier 001322,DE,Munich,60,DE100001322,True
SUP001323,Supplier 001323,SK,Bratislava,14,SK100001323,True
SUP001324,Supplier 001324,SK,Bratislava,14,SK100001324,True
SUP001325,Supplier 001325,AT,Vienna,14,AT100001325,True
SUP001326,Supplier 001326,PL,Warsaw,14,PL100001326,True
SUP001327,Supplier 001327,DE,Munich,30,DE100001327,True
SUP001328,Supplier 001328,CZ,Brno,14,CZ100001328,True
SUP001329,Supplier 001329,CZ,Ostrava,14,CZ100001329,True
SUP001330,Supplier 001330,CZ,Ostrava,60,CZ100001330,True
SUP001331,Supplier 001331,DE,Berlin,45,DE100001331,True
SUP001332,Supplier 001332,CZ,Ostrava,45,CZ100001332,True
SUP001333,Supplier 001333,CZ,Ostrava,45,CZ100001333,True
SUP001334,Supplier 001334,CZ,Brno,14,CZ100001334,True
SUP001335,Supplier 001335,DE,Berlin,60,DE100001335,True
SUP001336,Supplier 001336,DE,Munich,14,DE100001336,True
SUP001337,Supplier 001337,DE,Munich,14,DE100001337,True
SUP001338,Supplier 001338,PL,Warsaw,60,PL100001338,True
SUP001339,Supplier 001339,DE,Berlin,14,DE100001339,True
SUP001340,Supplier 001340,PL,Warsaw,30,PL100001340,True
SUP001341,Supplier 001341,DE,Berlin,30,DE100001341,True
SUP001342,Supplier 001342,DE,Munich,14,DE100001342,True
SUP001343,Supplier 001343,CZ,Brno,30,CZ100001343,True
SUP001344,Supplier 001344,CZ,Prague,14,CZ100001344,True
SUP001345,Supplier 001345,CZ,Prague,30,CZ100001345,True
SUP001346,Supplier 001346,CZ,Prague,60,CZ100001346,True
SUP001347,Supplier 001347,DE,Berlin,60,DE100001347,True
SUP001348,Supplier 001348,CZ,Ostrava,30,CZ100001348,True
SUP001349,Supplier 001349,CZ,Prague,60,CZ100001349,True
SUP001350,Supplier 001350,SK,Bratislava,45,SK100001350,True
SUP001351,Supplier 001351,SK,Bratislava,60,SK100001351,True
SUP001352,Supplier 001352,DE,Berlin,45,DE100001352,True
SUP001353,Supplier 001353,CZ,Brno,45,CZ100001353,True
SUP001354,Supplier 001354,CZ,Brno,14,CZ100001354,True
SUP001355,Supplier 001355,CZ,Ostrava,30,CZ100001355,True
SUP001356,Supplier 001356,CZ,Prague,60,CZ100001356,True
SUP001357,Supplier 001357,CZ,Brno,60,CZ100001357,True
SUP001358,Supplier 001358,DE,Munich,45,DE100001358,True
SUP001359,Supplier 001359,DE,Berlin,14,DE100001359,True
SUP001360,Supplier 001360,PL,Warsaw,14,PL100001360,True
SUP001361,Supplier 001361,DE,Berlin,30,DE100001361,True
SUP001362,Supplier 001362,DE,Munich,45,DE100001362,True
SUP001363,Supplier 001363,SK,Bratislava,60,SK100001363,True
SUP001364,Supplier 001364,DE,Berlin,60,DE100001364,True
SUP001365,Supplier 001365,SK,Bratislava,30,SK100001365,True
SUP001366,Supplier 001366,CZ,Ostrava,14,CZ100001366,True
SUP001367,Supplier 001367,AT,Vienna,14,AT100001367,True
SUP001368,Supplier 001368,SK,Bratislava,45,SK100001368,True
SUP001369,Supplier 001369,CZ,Prague,45,CZ100001369,True
SUP001370,Supplier 001370,CZ,Prague,60,CZ100001370,True
SUP001371,Supplier 001371,DE,Munich,14,DE100001371,True
SUP001372,Supplier 001372,SK,Bratislava,30,SK100001372,True
SUP001373,Supplier 001373,AT,Vienna,60,AT100001373,True
SUP001374,Supplier 001374,CZ,Prague,30,CZ100001374,True
SUP001375,Supplier 001375,DE,Munich,14,DE100001375,True
SUP001376,Supplier 001376,CZ,Prague,30,CZ100001376,True
SUP001377,Supplier 001377,AT,Vienna,45,AT100001377,True
SUP001378,Supplier 001378,PL,Warsaw,14,PL100001378,True
SUP001379,Supplier 001379,CZ,Brno,30,CZ100001379,True
SUP001380,Supplier 001380,AT,Vienna,14,AT100001380,True
SUP001381,Supplier 001381,CZ,Prague,60,CZ100001381,True
SUP001382,Supplier 001382,CZ,Ostrava,30,CZ100001382,True
SUP001383,Supplier 001383,DE,Munich,45,DE100001383,True
SUP001384,Supplier 001384,DE,Berlin,60,DE100001384,True
SUP001385,Supplier 001385,DE,Berlin,45,DE100001385,True
SUP001386,Supplier 001386,PL,Warsaw,45,PL100001386,True
SUP001387,Supplier 001387,SK,Bratislava,14,SK100001387,True
SUP001388,Supplier 001388,SK,Bratislava,30,SK100001388,True
SUP001389,Supplier 001389,CZ,Brno,30,CZ100001389,True
SUP001390,Supplier 001390,CZ,Brno,30,CZ100001390,True
SUP001391,Supplier 001391,PL,Warsaw,60,PL100001391,True
SUP001392,Supplier 001392,DE,Berlin,60,DE100001392,True
SUP001393,Supplier 001393,CZ,Brno,45,CZ100001393,True
SUP001394,Supplier 001394,SK,Bratislava,60,SK100001394,True
SUP001395,Supplier 001395,DE,Munich,60,DE100001395,True
SUP001396,Supplier 001396,DE,Munich,14,DE100001396,True
SUP001397,Supplier 001397,CZ,Brno,30,CZ100001397,True
SUP001398,Supplier 001398,DE,Munich,14,DE100001398,True
SUP001399,Supplier 001399,SK,Bratislava,45,SK100001399,True
SUP001400,Supplier 001400,CZ,Ostrava,14,CZ100001400,True
SUP001401,Supplier 001401,SK,Bratislava,45,SK100001401,True
SUP001402,Supplier 001402,AT,Vienna,14,AT100001402,True
SUP001403,Supplier 001403,DE,Munich,45,DE100001403,True
SUP001404,Supplier 001404,CZ,Ostrava,14,CZ100001404,True
SUP001405,Supplier 001405,AT,Vienna,60,AT100001405,True
SUP001406,Supplier 001406,SK,Bratislava,14,SK100001406,True
SUP001407,Supplier 001407,PL,Warsaw,14,PL100001407,True
SUP001408,Supplier 001408,CZ,Ostrava,14,CZ100001408,True
SUP001409,Supplier 001409,CZ,Prague,14,CZ100001409,True
SUP001410,Supplier 001410,SK,Bratislava,30,SK100001410,True
SUP001411,Supplier 001411,SK,Bratislava,60,SK100001411,True
SUP001412,Supplier 001412,DE,Berlin,14,DE100001412,True
SUP001413,Supplier 001413,DE,Munich,14,DE100001413,True
SUP001414,Supplier 001414,CZ,Prague,14,CZ100001414,True
SUP001415,Supplier 001415,SK,Bratislava,60,SK100001415,True
SUP001416,Supplier 001416,CZ,Ostrava,14,CZ100001416,True
SUP001417,Supplier 001417,DE,Berlin,14,DE100001417,True
SUP001418,Supplier 001418,CZ,Prague,60,CZ100001418,True
SUP001419,Supplier 001419,CZ,Prague,30,CZ100001419,True
SUP001420,Supplier 001420,AT,Vienna,60,AT100001420,True
SUP001421,Supplier 001421,PL,Warsaw,14,PL100001421,True
SUP001422,Supplier 001422,AT,Vienna,60,AT100001422,True
SUP001423,Supplier 001423,CZ,Ostrava,45,CZ100001423,True
SUP001424,Supplier 001424,SK,Bratislava,30,SK100001424,True
SUP001425,Supplier 001425,DE,Munich,45,DE100001425,True
SUP001426,Supplier 001426,PL,Warsaw,30,PL100001426,True
SUP001427,Supplier 001427,CZ,Prague,30,CZ100001427,True
SUP001428,Supplier 001428,DE,Munich,60,DE100001428,True
SUP001429,Supplier 001429,AT,Vienna,60,AT100001429,True
SUP001430,Supplier 001430,CZ,Prague,14,CZ100001430,True
SUP001431,Supplier 001431,DE,Munich,60,DE100001431,True
SUP001432,Supplier 001432,CZ,Ostrava,60,CZ100001432,True
SUP001433,Supplier 001433,SK,Bratislava,30,SK100001433,True
SUP001434,Supplier 001434,CZ,Prague,60,CZ100001434,True
SUP001435,Supplier 001435,DE,Berlin,60,DE100001435,True
SUP001436,Supplier 001436,PL,Warsaw,45,PL100001436,True
SUP001437,Supplier 001437,DE,Berlin,60,DE100001437,True
SUP001438,Supplier 001438,DE,Munich,30,DE100001438,True
SUP001439,Supplier 001439,CZ,Prague,45,CZ100001439,True
SUP001440,Supplier 001440,SK,Bratislava,14,SK100001440,True
SUP001441,Supplier 001441,DE,Munich,14,DE100001441,True
SUP001442,Supplier 001442,PL,Warsaw,45,PL100001442,True
SUP001443,Supplier 001443,SK,Bratislava,30,SK100001443,True
SUP001444,Supplier 001444,CZ,Brno,30,CZ100001444,True
SUP001445,Supplier 001445,SK,Bratislava,45,SK100001445,True
SUP001446,Supplier 001446,CZ,Prague,30,CZ100001446,True
SUP001447,Supplier 001447,AT,Vienna,45,AT100001447,True
SUP001448,Supplier 001448,CZ,Ostrava,30,CZ100001448,True
SUP001449,Supplier 001449,SK,Bratislava,45,SK100001449,True
SUP001450,Supplier 001450,DE,Berlin,14,DE100001450,True
SUP001451,Supplier 001451,DE,Berlin,30,DE100001451,True
SUP001452,Supplier 001452,SK,Bratislava,60,SK100001452,True
SUP001453,Supplier 001453,DE,Munich,30,DE100001453,True
SUP001454,Supplier 001454,PL,Warsaw,14,PL100001454,True
SUP001455,Supplier 001455,CZ,Brno,14,CZ100001455,True
SUP001456,Supplier 001456,SK,Bratislava,30,SK100001456,True
SUP001457,Supplier 001457,CZ,Prague,60,CZ100001457,True
SUP001458,Supplier 001458,CZ,Prague,45,CZ100001458,True
SUP001459,Supplier 001459,SK,Bratislava,30,SK100001459,True
SUP001460,Supplier 001460,DE,Berlin,30,DE100001460,True
SUP001461,Supplier 001461,DE,Berlin,14,DE100001461,True
SUP001462,Supplier 001462,CZ,Prague,30,CZ100001462,True
SUP001463,Supplier 001463,CZ,Ostrava,14,CZ100001463,True
SUP001464,Supplier 001464,DE,Berlin,14,DE100001464,True
SUP001465,Supplier 001465,DE,Berlin,60,DE100001465,True
SUP001466,Supplier 001466,CZ,Brno,45,CZ100001466,True
SUP001467,Supplier 001467,DE,Munich,45,DE100001467,True
SUP001468,Supplier 001468,CZ,Ostrava,30,CZ100001468,True
SUP001469,Supplier 001469,AT,Vienna,60,AT100001469,True
SUP001470,Supplier 001470,DE,Berlin,30,DE100001470,True
SUP001471,Supplier 001471,DE,Berlin,30,DE100001471,True
SUP001472,Supplier 001472,CZ,Ostrava,60,CZ100001472,True
SUP001473,Supplier 001473,DE,Munich,45,DE100001473,True
SUP001474,Supplier 001474,CZ,Ostrava,30,CZ100001474,True
SUP001475,Supplier 001475,CZ,Prague,60,CZ100001475,True
SUP001476,Supplier 001476,CZ,Prague,30,CZ100001476,True
SUP001477,Supplier 001477,DE,Berlin,30,DE100001477,True
SUP001478,Supplier 001478,CZ,Brno,60,CZ100001478,True
SUP001479,Supplier 001479,CZ,Ostrava,45,CZ100001479,True
SUP001480,Supplier 001480,CZ,Brno,30,CZ100001480,True
SUP001481,Supplier 001481,DE,Berlin,45,DE100001481,True
SUP001482,Supplier 001482,CZ,Ostrava,14,CZ100001482,True
SUP001483,Supplier 001483,DE,Berlin,60,DE100001483,True
SUP001484,Supplier 001484,CZ,Prague,45,CZ100001484,True
SUP001485,Supplier 001485,SK,Bratislava,30,SK100001485,True
SUP001486,Supplier 001486,CZ,Brno,45,CZ100001486,True
SUP001487,Supplier 001487,DE,Munich,14,DE100001487,True
SUP001488,Supplier 001488,CZ,Prague,14,CZ100001488,True
SUP001489,Supplier 001489,AT,Vienna,60,AT100001489,True
SUP001490,Supplier 001490,AT,Vienna,30,AT100001490,True
SUP001491,Supplier 001491,AT,Vienna,60,AT100001491,True
SUP001492,Supplier 001492,AT,Vienna,45,AT100001492,True
SUP001493,Supplier 001493,AT,Vienna,14,AT100001493,True
SUP001494,Supplier 001494,PL,Warsaw,30,PL100001494,True
SUP001495,Supplier 001495,CZ,Ostrava,60,CZ100001495,True
SUP001496,Supplier 001496,CZ,Brno,14,CZ100001496,True
SUP001497,Supplier 001497,DE,Munich,14,DE100001497,True
SUP001498,Supplier 001498,DE,Berlin,45,DE100001498,True
SUP001499,Supplier 001499,CZ,Brno,14,CZ100001499,True
SUP001500,Supplier 001500,DE,Berlin,30,DE100001500,True
SUP001501,Supplier 001501,AT,Vienna,30,AT100001501,True
SUP001502,Supplier 001502,CZ,Brno,14,CZ100001502,True
SUP001503,Supplier 001503,DE,Berlin,60,DE100001503,True
SUP001504,Supplier 001504,CZ,Prague,60,CZ100001504,True
SUP001505,Supplier 001505,CZ,Ostrava,60,CZ100001505,True
SUP001506,Supplier 001506,CZ,Ostrava,14,CZ100001506,True
SUP001507,Supplier 001507,CZ,Brno,45,CZ100001507,True
SUP001508,Supplier 001508,SK,Bratislava,30,SK100001508,True
SUP001509,Supplier 001509,AT,Vienna,45,AT100001509,True
SUP001510,Supplier 001510,DE,Munich,45,DE100001510,True
SUP001511,Supplier 001511,SK,Bratislava,14,SK100001511,True
SUP001512,Supplier 001512,CZ,Prague,60,CZ100001512,True
SUP001513,Supplier 001513,PL,Warsaw,30,PL100001513,True
SUP001514,Supplier 001514,CZ,Prague,45,CZ100001514,True
SUP001515,Supplier 001515,CZ,Prague,60,CZ100001515,True
SUP001516,Supplier 001516,CZ,Brno,45,CZ100001516,True
SUP001517,Supplier 001517,PL,Warsaw,30,PL100001517,True
SUP001518,Supplier 001518,CZ,Brno,14,CZ100001518,True
SUP001519,Supplier 001519,SK,Bratislava,30,SK100001519,True
SUP001520,Supplier 001520,DE,Munich,14,DE100001520,True
SUP001521,Supplier 001521,PL,Warsaw,14,PL100001521,True
SUP001522,Supplier 001522,DE,Munich,60,DE100001522,True
SUP001523,Supplier 001523,PL,Warsaw,60,PL100001523,True
SUP001524,Supplier 001524,DE,Munich,14,DE100001524,True
SUP001525,Supplier 001525,AT,Vienna,30,AT100001525,True
SUP001526,Supplier 001526,DE,Berlin,60,DE100001526,True
SUP001527,Supplier 001527,DE,Berlin,30,DE100001527,True
SUP001528,Supplier 001528,PL,Warsaw,14,PL100001528,True
SUP001529,Supplier 001529,DE,Munich,60,DE100001529,True
SUP001530,Supplier 001530,PL,Warsaw,45,PL100001530,True
SUP001531,Supplier 001531,SK,Bratislava,45,SK100001531,True
SUP001532,Supplier 001532,CZ,Prague,30,CZ100001532,True
SUP001533,Supplier 001533,CZ,Brno,14,CZ100001533,True
SUP001534,Supplier 001534,DE,Berlin,60,DE100001534,True
SUP001535,Supplier 001535,SK,Bratislava,14,SK100001535,True
SUP001536,Supplier 001536,AT,Vienna,60,AT100001536,True
SUP001537,Supplier 001537,PL,Warsaw,30,PL100001537,True
SUP001538,Supplier 001538,PL,Warsaw,45,PL100001538,True
SUP001539,Supplier 001539,CZ,Brno,60,CZ100001539,True
SUP001540,Supplier 001540,CZ,Prague,30,CZ100001540,True
SUP001541,Supplier 001541,CZ,Brno,60,CZ100001541,True
SUP001542,Supplier 001542,CZ,Ostrava,30,CZ100001542,True
SUP001543,Supplier 001543,SK,Bratislava,30,SK100001543,True
SUP001544,Supplier 001544,CZ,Ostrava,14,CZ100001544,True
SUP001545,Supplier 001545,AT,Vienna,14,AT100001545,True
SUP001546,Supplier 001546,AT,Vienna,30,AT100001546,True
SUP001547,Supplier 001547,CZ,Ostrava,45,CZ100001547,True
SUP001548,Supplier 001548,DE,Berlin,14,DE100001548,True
SUP001549,Supplier 001549,CZ,Brno,60,CZ100001549,True
SUP001550,Supplier 001550,AT,Vienna,45,AT100001550,True
SUP001551,Supplier 001551,DE,Munich,60,DE100001551,True
SUP001552,Supplier 001552,CZ,Prague,60,CZ100001552,True
SUP001553,Supplier 001553,CZ,Brno,60,CZ100001553,True
SUP001554,Supplier 001554,CZ,Ostrava,30,CZ100001554,True
SUP001555,Supplier 001555,CZ,Brno,14,CZ100001555,True
SUP001556,Supplier 001556,CZ,Brno,45,CZ100001556,True
SUP001557,Supplier 001557,DE,Berlin,60,DE100001557,True
SUP001558,Supplier 001558,DE,Munich,60,DE100001558,True
SUP001559,Supplier 001559,PL,Warsaw,60,PL100001559,True
SUP001560,Supplier 001560,CZ,Prague,30,CZ100001560,True
SUP001561,Supplier 001561,DE,Munich,60,DE100001561,True
SUP001562,Supplier 001562,CZ,Ostrava,60,CZ100001562,True
SUP001563,Supplier 001563,CZ,Prague,60,CZ100001563,True
SUP001564,Supplier 001564,DE,Berlin,30,DE100001564,True
SUP001565,Supplier 001565,CZ,Prague,60,CZ100001565,True
SUP001566,Supplier 001566,DE,Munich,45,DE100001566,True
SUP001567,Supplier 001567,CZ,Prague,45,CZ100001567,True
SUP001568,Supplier 001568,DE,Munich,45,DE100001568,True
SUP001569,Supplier 001569,DE,Munich,60,DE100001569,True
SUP001570,Supplier 001570,CZ,Brno,30,CZ100001570,True
SUP001571,Supplier 001571,CZ,Ostrava,45,CZ100001571,True
SUP001572,Supplier 001572,PL,Warsaw,45,PL100001572,True
SUP001573,Supplier 001573,DE,Munich,60,DE100001573,True
SUP001574,Supplier 001574,CZ,Brno,30,CZ100001574,True
SUP001575,Supplier 001575,PL,Warsaw,30,PL100001575,True
SUP001576,Supplier 001576,AT,Vienna,60,AT100001576,True
SUP001577,Supplier 001577,DE,Berlin,14,DE100001577,True
SUP001578,Supplier 001578,CZ,Ostrava,14,CZ100001578,True
SUP001579,Supplier 001579,DE,Munich,60,DE100001579,True
SUP001580,Supplier 001580,CZ,Ostrava,14,CZ100001580,True
SUP001581,Supplier 001581,CZ,Ostrava,30,CZ100001581,True
SUP001582,Supplier 001582,SK,Bratislava,14,SK100001582,True
SUP001583,Supplier 001583,SK,Bratislava,14,SK100001583,True
SUP001584,Supplier 001584,PL,Warsaw,14,PL100001584,True
SUP001585,Supplier 001585,DE,Berlin,30,DE100001585,True
SUP001586,Supplier 001586,DE,Munich,45,DE100001586,True
SUP001587,Supplier 001587,PL,Warsaw,60,PL100001587,True
SUP001588,Supplier 001588,CZ,Brno,14,CZ100001588,True
SUP001589,Supplier 001589,SK,Bratislava,45,SK100001589,True
SUP001590,Supplier 001590,PL,Warsaw,60,PL100001590,True
SUP001591,Supplier 001591,CZ,Ostrava,60,CZ100001591,True
SUP001592,Supplier 001592,DE,Berlin,45,DE100001592,True
SUP001593,Supplier 001593,CZ,Ostrava,45,CZ100001593,True
SUP001594,Supplier 001594,CZ,Brno,45,CZ100001594,True
SUP001595,Supplier 001595,CZ,Prague,60,CZ100001595,True
SUP001596,Supplier 001596,CZ,Prague,30,CZ100001596,True
SUP001597,Supplier 001597,SK,Bratislava,30,SK100001597,True
SUP001598,Supplier 001598,SK,Bratislava,30,SK100001598,True
SUP001599,Supplier 001599,DE,Munich,60,DE100001599,True
SUP001600,Supplier 001600,CZ,Prague,14,CZ100001600,True
SUP001601,Supplier 001601,PL,Warsaw,30,PL100001601,True
SUP001602,Supplier 001602,CZ,Ostrava,14,CZ100001602,True
SUP001603,Supplier 001603,SK,Bratislava,45,SK100001603,True
SUP001604,Supplier 001604,DE,Munich,45,DE100001604,True
SUP001605,Supplier 001605,AT,Vienna,60,AT100001605,True
SUP001606,Supplier 001606,DE,Berlin,60,DE100001606,True
SUP001607,Supplier 001607,DE,Munich,30,DE100001607,True
SUP001608,Supplier 001608,PL,Warsaw,45,PL100001608,True
SUP001609,Supplier 001609,AT,Vienna,14,AT100001609,True
SUP001610,Supplier 001610,CZ,Prague,45,CZ100001610,True
SUP001611,Supplier 001611,DE,Munich,45,DE100001611,True
SUP001612,Supplier 001612,CZ,Brno,60,CZ100001612,True
SUP001613,Supplier 001613,CZ,Brno,45,CZ100001613,True
SUP001614,Supplier 001614,DE,Munich,45,DE100001614,True
SUP001615,Supplier 001615,DE,Munich,45,DE100001615,True
SUP001616,Supplier 001616,DE,Munich,30,DE100001616,True
SUP001617,Supplier 001617,CZ,Ostrava,30,CZ100001617,True
SUP001618,Supplier 001618,CZ,Prague,60,CZ100001618,True
